NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
DCA26LA106,Accident,202360,2026-01-28,Hebron,KY,USA,NA,N5827K,1081,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,39.0465,-84.67031,AIRBUS,A330-343,Airplane,CVG,CINCINNATI/NORTHERN KENTUCKY INTL,False,2,NA,False,NA,121,Substantial,Visual (VMC),Alaska Airlines,InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,1/28/2026,28-1-2026
ERA26LA107,Accident,202408,2026-02-06,Danville,KY,USA,NA,N476JC,560-6095,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,37.580159,-84.775655,CESSNA,560,Airplane,DVK,Stuart Powell Field Airport,False,2,NA,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,2/6/2026,6-2-2026
ERA26LA181,Accident,202858,2026-04-16,Lexington,KY,USA,NA,N993CW,372,False,Aviation,Aviation,Approved by Office Director,2026-06-25,NA,None,0,0,0,0,0,"The flight instructor’s improper in-flight fuel management, which resulted in fuel starvation, a total loss of engine power, and a forced landing to rough terrain.",Aircraft - Aircraft systems - Fuel system - Incorrect use/operation; Personnel issues - Action/decision - Action - Instructor/check pilot; Aircraft - Fluids/misc hardware - Fluids - Fluid management,Accident,38.04302,-84.59055,AEROPRAKT MFG SP Z O O,A32,Airplane,LEX,Blue Grass Airport,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),Wings Flight Training,EmergencyDescent; Maneuvering,Completed,False,Approved by Office Director,NA,NA,4/16/2026,16-4-2026
WPR26FA223,Accident,203202,2026-06-20,Nicholasville,KY,USA,NA,N82BT,97153,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,0,0,0,2,0,NA,NA,Accident,37.909271,-84.607166,COMP AIR,CA6-WB,Airplane,NA,NA,True,1,NA,False,Personal,091,Destroyed,Visual (VMC),On File,Enroute; Enroute,Ongoing,False,Approved by Office Director,NA,NA,6/20/2026,20-6-2026
ERA26LA254,Accident,203284,2026-06-30,Cynthiana,KY,USA,NA,N1406,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,NA,NA,RATH MICHAEL J,SONERAI 2,NA,NA,NA,False,NA,NA,False,Flight test,091,NA,Visual (VMC),RATH MICHAEL J,Landing; InitialClimb; Landing,Ongoing,False,Approved by Office Director,NA,NA,6/30/2026,30-6-2026
ERA26LA259,Accident,203316,2026-07-06,Hickman,KY,USA,NA,N9103E,7099C,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,0,0,1,0,NA,NA,Accident,36.550059,-89.245879,MAULE,M-5-235C,Airplane,NA,NA,False,1,NA,False,Personal,091,Substantial,NA,On File,Landing; Landing,Ongoing,False,Approved by Office Director,NA,NA,7/6/2026,6-7-2026
ERA25LA240,Accident,200390,2025-06-25,Hawesville,KY,USA,NA,N144WK,10639,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,Serious,0,1,0,1,0,The pilot’s failure to maintain clearance from power lines during low-level agricultural spray operations.,Personnel issues - Psychological - Attention/monitoring - Pilot; Environmental issues - Physical environment - Object/animal/substance - Response/compensation,Accident,37.764207,-86.776505,ROBINSON HELICOPTER COMPANY,R44 II,Helicopter,OWB,OWENSBORO/DAVIESS COUNTY RGNL,False,1,Reciprocating,False,Aerial application,137,Substantial,Visual (VMC); Visual (VMC),WESTERN KENTUCKY LEASING LLC,Maneuvering,Completed,False,Approved by Office Director,NA,NA,6/25/2025,25-6-2025
ERA25LA255,Accident,200456,2025-07-02,Madisonville,KY,USA,NA,N21385,0356,False,Aviation,Aviation,Approved by Office Director,2025-11-14,NA,Minor,0,0,1,1,0,"The pilot’s failure to take the appropriate corrective action for ground resonance, which resulted in a loss of helicopter control.",Personnel issues - Task performance - Use of equip/info - Student/instructed pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,37.353636,-87.395701,SCHWEIZER,269C,Helicopter,2I0,Madisonville regional Airport,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),Madisonville Community College,Landing,Completed,False,Approved by Office Director,NA,NA,7/2/2025,2-7-2025
ERA25LA257,Accident,200458,2025-07-04,Greenville,KY,USA,NA,N11TY,001 TY,False,Aviation,Aviation,Approved by Office Director,2025-11-14,NA,None,0,0,0,0,0,The pilot’s loss of control during takeoff.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,37.228983,-87.151916,YATES TOM W,Kitfox III,Airplane,M21,MUHLENBERG COUNTY,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff; Landing; Takeoff,Completed,False,Approved by Office Director,NA,NA,7/4/2025,4-7-2025
ERA25LA271,Accident,200567,2025-07-18,Bowling Green,KY,USA,NA,N288EE,140972,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,"The pilot’s failure to attain an appropriate touchdown point during landing, which resulted in a runway overrun and collision with a fence.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Action/decision - Info processing/decision - Pilot,Accident,36.958285,-86.413405,ROHRER DOUGLAS D,VANS RV-14A,Airplane,BWG,BOWLING GREEN-WARREN COUNTY RGNL,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,7/18/2025,18-7-2025
ERA25LA274,Accident,200592,2025-07-21,Versailles,KY,USA,NA,N8670Z,P206-0470,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,"The pilot’s mismanagement of the airplane’s available fuel supply, which resulted in fuel starvation and a subsequent total loss of engine power.",Aircraft - Fluids/misc hardware - Fluids - Fluid management; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,38.045781,-84.717274,CESSNA,TP206C,Airplane,NA,NA,False,1,Reciprocating,False,Personal,091,Substantial,Instrument (IMC); Instrument (IMC),On File,EmergencyDescent; Enroute,Completed,False,Approved by Office Director,NA,NA,7/21/2025,21-7-2025
DCA25LA272,Accident,200627,2025-07-17,Germantown,KY,USA,NA,N330PQ; N330PQ,15330; 15330,False,Aviation,Aviation,Approved by Office Director,2025-10-23,NA,Serious,0,0,0,1,0,An inadvertent encounter with severe turbulence during descent.,Personnel issues - Experience/knowledge - Knowledge - Cabin crew; Personnel issues - Experience/knowledge - Knowledge - Flight crew; Environmental issues - Conditions/weather/phenomena - Turbulence - Effect on personnel; Personnel issues - Experience/knowledge - Knowledge - Passenger,Accident,38.672,-83.991,BOMBARDIER INC; BOMBARDIER INC,CL-600-2D24; CL-600-2D24,Airplane; Airplane,NA,NA,False,2,Turbo fan; Turbo fan,True,NA,121; 121,None; None,Instrument (IMC); Instrument (IMC),Endeavor Air; Endeavor Air,Enroute,Completed,False,Approved by Office Director,NA,NA,7/17/2025,17-7-2025
ERA25LA277,Accident,200641,2025-07-24,Hardinsburg,KY,USA,NA,N50LM,765,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,0,2,0,NA,NA,Accident,37.786015,-86.452395,MANGELS LEIGHTON,LANCAIR360,Airplane,I93,Breckinridge County Airport,True,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Approach,Ongoing,False,Approved by Office Director,NA,NA,7/24/2025,24-7-2025
ERA25LA299,Accident,200785,2025-08-13,Fordsville,KY,USA,NA,N9400U,15078348,False,Aviation,Aviation,Approved by Office Director,2026-07-15,NA,None,0,0,0,0,0,"The pilot’s improper fuel planning, which resulted in fuel exhaustion and a subsequent forced landing.",Personnel issues - Task performance - Planning/preparation - Pilot; Aircraft - Fluids/misc hardware - Fluids - Fluid level,Accident,37.643246,-86.677927,CESSNA,150,Airplane,NA,NA,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Enroute,Completed,False,Approved by Office Director,NA,NA,8/13/2025,13-8-2025
