NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26FA098,Accident,202338,2026-01-26,Bangor,ME,USA,NA,N10KJ,6155,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,6,0,0,6,0,NA,NA,Accident,44.811824,-68.830336,BOMBARDIER,CL-600-2B16,Airplane,KBGR,Bangor International Airport,False,2,NA,False,Business,091,Substantial,Instrument (IMC); Instrument (IMC),Arnold & Itkin LLP,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,1/26/2026,26-1-2026
ERA26LA196,Accident,202926,2026-05-01,Bangor,ME,USA,NA,N18516,M-2344,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,44.807444,-68.828139,BEECH,C23,Airplane,BGR,BANGOR INTL,False,1,NA,False,Instructional,091,Substantial,Visual (VMC),MAINE INSTRUMENT FLIGHT,Landing; Landing; InitialClimb; InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,5/1/2026,1-5-2026
ERA26FA205,Accident,202969,2026-05-12,Avon,ME,USA,NA,N61368,18504159,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,44.773032,-70.268125,CESSNA,A185F,Airplane,NA,NA,False,1,NA,False,Public aircraft - state,PUBU,Substantial,Visual (VMC),DEPARTMENT OF INLAND FISHERIES AND WILDLIFE,Maneuvering; Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,5/12/2026,12-5-2026
ERA26LA273,Accident,203417,2026-07-15,Linneus,ME,USA,NA,N9758J,28-3950,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,1,1,0,NA,NA,Accident,46,-68,PIPER,PA-28-180,Airplane,85B,NA,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Enroute,Ongoing,False,Approved by Office Director,NA,NA,7/15/2026,15-7-2026
ERA26LA282,Accident,203465,2026-07-27,Sanford,ME,USA,NA,N291CA,1373-2004,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,43.391512,-70.708522,AMERICAN CHAMPION AIRCRAFT,7GCBC,Airplane,SFM,SANFORD SEACOAST RGNL,False,1,NA,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC),Southern Maine Aviation,Landing,Ongoing,False,Approved by Office Director,NA,NA,7/27/2026,27-7-2026
ERA25LA285,Accident,200698,2025-08-01,Ellsworth,ME,USA,NA,N9493Z,U20606527,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,"The pilot’s decision to operate the airplane with a known deficiency of the floats, which resulted in an accumulation of water in the forward compartments of the floats, a forward center of gravity, and subsequent nose over during a water landing.",Personnel issues - Action/decision - Info processing/decision - Pilot; Aircraft - Aircraft systems - Landing gear system - Damaged/degraded,Accident,44.626148,-68.47254,CESSNA,TU206,Airplane,NA,NA,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC),On File,Standing; Landing,Completed,False,Approved by Office Director,NA,NA,8/1/2025,1-8-2025
ERA25LA304,Accident,200804,2025-08-08,Rangeley,ME,USA,NA,N89351,8379,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,"The pilot’s failure to maintain control of the airplane during landing, which resulted in a runway excursion and subsequent nose over.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,44.988905,-70.6574,CESSNA,140,Airplane,8B0,STEPHEN A BEAN MUNI,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,8/8/2025,8-8-2025
ERA25FA309,Accident,200839,2025-08-22,Bangor,ME,USA,NA,N714HE,18504396,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,44.8,-68.816667,CESSNA,A185F,Airplane,BGR,BANGOR INTL,False,1,NA,False,Ferry,091,Substantial,Visual (VMC),On File,Landing; Landing,Ongoing,False,Approved by Office Director,NA,NA,8/22/2025,22-8-2025
ERA25LA320,Accident,200879,2025-08-23,Livermore Falls,ME,USA,NA,N170JL,25560,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,"The pilot’s failure to maintain adequate airspeed during landing in gusting wind conditions, which resulted in an aerodynamic stall and impact with terrain.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation; Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,44.409762,-70.1462,CESSNA,170B,Airplane,B10,Bowman Field Airport,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,UncontrolledDescent; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,8/23/2025,23-8-2025
ERA25FA332,Accident,200944,2025-09-04,Fryeburg,ME,USA,NA,N336SC,C0640,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,44.006153,-70.96436,Czech Sport Aircraft,Sportcruiser,Airplane,IZG,EASTERN SLOPES RGNL,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Enroute; Enroute; Enroute,Ongoing,False,Approved by Office Director,NA,NA,9/4/2025,4-9-2025
