year,period,periodName,Unemployment_Rate,Location
2024,M08,August,4.1,Oregon
2024,M07,July,4.4,Oregon
2024,M06,June,3.9,Oregon
2024,M05,May,3.7,Oregon
2024,M04,April,3.6,Oregon
2024,M03,March,4.4,Oregon
2024,M02,February,4.8,Oregon
2024,M01,January,4.9,Oregon
2023,M12,December,4,Oregon
2023,M11,November,3.7,Oregon
2023,M10,October,3.6,Oregon
2023,M09,September,3.5,Oregon
2023,M08,August,3.9,Oregon
2023,M07,July,3.8,Oregon
2023,M06,June,3.7,Oregon
2023,M05,May,3.3,Oregon
2023,M04,April,3,Oregon
2023,M03,March,3.7,Oregon
2023,M02,February,4.1,Oregon
2023,M01,January,4.4,Oregon
2022,M12,December,3.8,Oregon
2022,M11,November,3.9,Oregon
2022,M10,October,3.8,Oregon
2022,M09,September,3.8,Oregon
2022,M08,August,4.3,Oregon
2022,M07,July,4.1,Oregon
2022,M06,June,3.9,Oregon
2022,M05,May,3.3,Oregon
2022,M04,April,3.5,Oregon
2022,M03,March,4,Oregon
2022,M02,February,4.1,Oregon
2022,M01,January,4.5,Oregon
2021,M12,December,3.7,Oregon
2021,M11,November,3.6,Oregon
2021,M10,October,3.7,Oregon
2021,M09,September,4.1,Oregon
2021,M08,August,4.8,Oregon
2021,M07,July,5.2,Oregon
2021,M06,June,5.6,Oregon
2021,M05,May,5.2,Oregon
2021,M04,April,5.9,Oregon
2021,M03,March,6.6,Oregon
2021,M02,February,6.7,Oregon
2021,M01,January,7.1,Oregon
2020,M12,December,6.4,Oregon
2020,M11,November,6,Oregon
2020,M10,October,6.2,Oregon
2020,M09,September,7.3,Oregon
2020,M08,August,7.8,Oregon
2020,M07,July,9.7,Oregon
2020,M06,June,10.2,Oregon
2020,M05,May,11.7,Oregon
2020,M04,April,13.4,Oregon
2020,M03,March,4.7,Oregon
2020,M02,February,3.8,Oregon
2020,M01,January,4,Oregon
2019,M12,December,3,Oregon
2019,M11,November,2.8,Oregon
2019,M10,October,2.9,Oregon
2019,M09,September,3.2,Oregon
2019,M08,August,3.9,Oregon
2019,M07,July,4.1,Oregon
2019,M06,June,3.9,Oregon
2019,M05,May,3.3,Oregon
2019,M04,April,3.7,Oregon
2019,M03,March,4.5,Oregon
2019,M02,February,4.4,Oregon
2019,M01,January,4.9,Oregon
