year,period,periodName,Unemployment_Rate,Location
2024,M08,August,3.1,Wyoming
2024,M07,July,2.8,Wyoming
2024,M06,June,3,Wyoming
2024,M05,May,2.9,Wyoming
2024,M04,April,2.8,Wyoming
2024,M03,March,3.3,Wyoming
2024,M02,February,3.6,Wyoming
2024,M01,January,3.7,Wyoming
2023,M12,December,2.6,Wyoming
2023,M11,November,2.7,Wyoming
2023,M10,October,2.4,Wyoming
2023,M09,September,2.3,Wyoming
2023,M08,August,2.5,Wyoming
2023,M07,July,2.5,Wyoming
2023,M06,June,2.8,Wyoming
2023,M05,May,2.7,Wyoming
2023,M04,April,2.9,Wyoming
2023,M03,March,3.6,Wyoming
2023,M02,February,3.8,Wyoming
2023,M01,January,4.1,Wyoming
2022,M12,December,3.3,Wyoming
2022,M11,November,3.3,Wyoming
2022,M10,October,3,Wyoming
2022,M09,September,2.9,Wyoming
2022,M08,August,3.2,Wyoming
2022,M07,July,3.1,Wyoming
2022,M06,June,3.5,Wyoming
2022,M05,May,3.2,Wyoming
2022,M04,April,3.5,Wyoming
2022,M03,March,3.8,Wyoming
2022,M02,February,4.1,Wyoming
2022,M01,January,4.4,Wyoming
2021,M12,December,3.5,Wyoming
2021,M11,November,3.5,Wyoming
2021,M10,October,3.3,Wyoming
2021,M09,September,3.3,Wyoming
2021,M08,August,3.9,Wyoming
2021,M07,July,4.3,Wyoming
2021,M06,June,4.9,Wyoming
2021,M05,May,4.6,Wyoming
2021,M04,April,5.3,Wyoming
2021,M03,March,5.7,Wyoming
2021,M02,February,6.1,Wyoming
2021,M01,January,6.2,Wyoming
2020,M12,December,5.5,Wyoming
2020,M11,November,5.1,Wyoming
2020,M10,October,4.9,Wyoming
2020,M09,September,5.4,Wyoming
2020,M08,August,5.6,Wyoming
2020,M07,July,6.8,Wyoming
2020,M06,June,7.3,Wyoming
2020,M05,May,8.8,Wyoming
2020,M04,April,5,Wyoming
2020,M03,March,6,Wyoming
2020,M02,February,5,Wyoming
2020,M01,January,5.1,Wyoming
2019,M12,December,4.2,Wyoming
2019,M11,November,3.8,Wyoming
2019,M10,October,3.4,Wyoming
2019,M09,September,3.1,Wyoming
2019,M08,August,3.3,Wyoming
2019,M07,July,3.5,Wyoming
2019,M06,June,3.7,Wyoming
2019,M05,May,3.4,Wyoming
2019,M04,April,3.5,Wyoming
2019,M03,March,4,Wyoming
2019,M02,February,4,Wyoming
2019,M01,January,4.7,Wyoming
