year,period,periodName,Unemployment_Rate,Location
2024,M08,August,4.9,New York
2024,M07,July,4.9,New York
2024,M06,June,4.3,New York
2024,M05,May,4.2,New York
2024,M04,April,3.9,New York
2024,M03,March,4.2,New York
2024,M02,February,4.5,New York
2024,M01,January,4.3,New York
2023,M12,December,4.4,New York
2023,M11,November,4.2,New York
2023,M10,October,4.4,New York
2023,M09,September,4.2,New York
2023,M08,August,4.5,New York
2023,M07,July,4.2,New York
2023,M06,June,4.1,New York
2023,M05,May,3.9,New York
2023,M04,April,3.6,New York
2023,M03,March,4.1,New York
2023,M02,February,4.6,New York
2023,M01,January,4.5,New York
2022,M12,December,3.9,New York
2022,M11,November,3.8,New York
2022,M10,October,3.7,New York
2022,M09,September,3.7,New York
2022,M08,August,4.3,New York
2022,M07,July,4.4,New York
2022,M06,June,4.3,New York
2022,M05,May,4,New York
2022,M04,April,4.2,New York
2022,M03,March,4.8,New York
2022,M02,February,5.4,New York
2022,M01,January,5.7,New York
2021,M12,December,4.9,New York
2021,M11,November,5.2,New York
2021,M10,October,5.6,New York
2021,M09,September,6,New York
2021,M08,August,7,New York
2021,M07,July,7.3,New York
2021,M06,June,7.7,New York
2021,M05,May,7.1,New York
2021,M04,April,7.8,New York
2021,M03,March,8.4,New York
2021,M02,February,9.1,New York
2021,M01,January,9.2,New York
2020,M12,December,8.4,New York
2020,M11,November,8.3,New York
2020,M10,October,8.8,New York
2020,M09,September,10,New York
2020,M08,August,10.8,New York
2020,M07,July,13,New York
2020,M06,June,13.4,New York
2020,M05,May,16.7,New York
2020,M04,April,15.2,New York
2020,M03,March,5.2,New York
2020,M02,February,4.3,New York
2020,M01,January,4.3,New York
2019,M12,December,3.7,New York
2019,M11,November,3.6,New York
2019,M10,October,3.7,New York
2019,M09,September,3.5,New York
2019,M08,August,4,New York
2019,M07,July,4.1,New York
2019,M06,June,3.7,New York
2019,M05,May,3.5,New York
2019,M04,April,3.5,New York
2019,M03,March,4.1,New York
2019,M02,February,4.4,New York
2019,M01,January,4.6,New York
