year,period,periodName,Unemployment_Rate,Location
2024,M08,August,5.4,Rhode Island
2024,M07,July,5.2,Rhode Island
2024,M06,June,4.4,Rhode Island
2024,M05,May,4.4,Rhode Island
2024,M04,April,3.7,Rhode Island
2024,M03,March,4.3,Rhode Island
2024,M02,February,5.4,Rhode Island
2024,M01,January,4.6,Rhode Island
2023,M12,December,3.5,Rhode Island
2023,M11,November,3.4,Rhode Island
2023,M10,October,3,Rhode Island
2023,M09,September,2.7,Rhode Island
2023,M08,August,3.4,Rhode Island
2023,M07,July,2.5,Rhode Island
2023,M06,June,2.5,Rhode Island
2023,M05,May,2.5,Rhode Island
2023,M04,April,2.3,Rhode Island
2023,M03,March,3.1,Rhode Island
2023,M02,February,3.7,Rhode Island
2023,M01,January,3.5,Rhode Island
2022,M12,December,2.3,Rhode Island
2022,M11,November,2.9,Rhode Island
2022,M10,October,2.8,Rhode Island
2022,M09,September,2.9,Rhode Island
2022,M08,August,4,Rhode Island
2022,M07,July,3.2,Rhode Island
2022,M06,June,3,Rhode Island
2022,M05,May,2.9,Rhode Island
2022,M04,April,2.7,Rhode Island
2022,M03,March,3.3,Rhode Island
2022,M02,February,4,Rhode Island
2022,M01,January,4.3,Rhode Island
2021,M12,December,3.2,Rhode Island
2021,M11,November,3.8,Rhode Island
2021,M10,October,4,Rhode Island
2021,M09,September,4.6,Rhode Island
2021,M08,August,6,Rhode Island
2021,M07,July,5.9,Rhode Island
2021,M06,June,6.3,Rhode Island
2021,M05,May,5.9,Rhode Island
2021,M04,April,5.6,Rhode Island
2021,M03,March,6.2,Rhode Island
2021,M02,February,7.2,Rhode Island
2021,M01,January,7.6,Rhode Island
2020,M12,December,6.9,Rhode Island
2020,M11,November,6.5,Rhode Island
2020,M10,October,6.1,Rhode Island
2020,M09,September,9.4,Rhode Island
2020,M08,August,10.6,Rhode Island
2020,M07,July,12.1,Rhode Island
2020,M06,June,12.8,Rhode Island
2020,M05,May,15.9,Rhode Island
2020,M04,April,17.6,Rhode Island
2020,M03,March,4.8,Rhode Island
2020,M02,February,4.1,Rhode Island
2020,M01,January,4.1,Rhode Island
2019,M12,December,3.1,Rhode Island
2019,M11,November,3.2,Rhode Island
2019,M10,October,2.8,Rhode Island
2019,M09,September,3,Rhode Island
2019,M08,August,3.9,Rhode Island
2019,M07,July,3.6,Rhode Island
2019,M06,June,3.3,Rhode Island
2019,M05,May,3.4,Rhode Island
2019,M04,April,3.1,Rhode Island
2019,M03,March,3.9,Rhode Island
2019,M02,February,4.3,Rhode Island
2019,M01,January,4.7,Rhode Island
