year,period,periodName,Unemployment_Rate,Location
2024,M08,August,4.3,Louisiana
2024,M07,July,4.3,Louisiana
2024,M06,June,4.5,Louisiana
2024,M05,May,3.6,Louisiana
2024,M04,April,3.4,Louisiana
2024,M03,March,4.5,Louisiana
2024,M02,February,4.4,Louisiana
2024,M01,January,4.3,Louisiana
2023,M12,December,3.8,Louisiana
2023,M11,November,3.7,Louisiana
2023,M10,October,3.9,Louisiana
2023,M09,September,3.9,Louisiana
2023,M08,August,3.9,Louisiana
2023,M07,July,3.7,Louisiana
2023,M06,June,4.2,Louisiana
2023,M05,May,3.6,Louisiana
2023,M04,April,3,Louisiana
2023,M03,March,3.3,Louisiana
2023,M02,February,3.5,Louisiana
2023,M01,January,3.8,Louisiana
2022,M12,December,3.2,Louisiana
2022,M11,November,3.2,Louisiana
2022,M10,October,3.2,Louisiana
2022,M09,September,3.5,Louisiana
2022,M08,August,3.9,Louisiana
2022,M07,July,4.2,Louisiana
2022,M06,June,4.5,Louisiana
2022,M05,May,3.5,Louisiana
2022,M04,April,3.3,Louisiana
2022,M03,March,3.5,Louisiana
2022,M02,February,3.7,Louisiana
2022,M01,January,4.2,Louisiana
2021,M12,December,3.4,Louisiana
2021,M11,November,3.8,Louisiana
2021,M10,October,4.2,Louisiana
2021,M09,September,5,Louisiana
2021,M08,August,5.3,Louisiana
2021,M07,July,6.1,Louisiana
2021,M06,June,7,Louisiana
2021,M05,May,6.2,Louisiana
2021,M04,April,6.2,Louisiana
2021,M03,March,6.2,Louisiana
2021,M02,February,6.6,Louisiana
2021,M01,January,7.1,Louisiana
2020,M12,December,6.9,Louisiana
2020,M11,November,6.9,Louisiana
2020,M10,October,7.9,Louisiana
2020,M09,September,9.2,Louisiana
2020,M08,August,9,Louisiana
2020,M07,July,11,Louisiana
2020,M06,June,11.7,Louisiana
2020,M05,May,12.6,Louisiana
2020,M04,April,13,Louisiana
2020,M03,March,6.8,Louisiana
2020,M02,February,3.9,Louisiana
2020,M01,January,4.8,Louisiana
2019,M12,December,4.4,Louisiana
2019,M11,November,4.6,Louisiana
2019,M10,October,4.7,Louisiana
2019,M09,September,4.7,Louisiana
2019,M08,August,5,Louisiana
2019,M07,July,5.3,Louisiana
2019,M06,June,5.4,Louisiana
2019,M05,May,4.4,Louisiana
2019,M04,April,3.8,Louisiana
2019,M03,March,4,Louisiana
2019,M02,February,4.3,Louisiana
2019,M01,January,5.1,Louisiana
