year,period,periodName,Unemployment_Rate,Location
2024,M08,August,4.4,Texas
2024,M07,July,4.4,Texas
2024,M06,June,4.5,Texas
2024,M05,May,3.8,Texas
2024,M04,April,3.5,Texas
2024,M03,March,4.1,Texas
2024,M02,February,4.4,Texas
2024,M01,January,4.1,Texas
2023,M12,December,3.5,Texas
2023,M11,November,3.5,Texas
2023,M10,October,3.7,Texas
2023,M09,September,3.9,Texas
2023,M08,August,4.2,Texas
2023,M07,July,4.2,Texas
2023,M06,June,4.2,Texas
2023,M05,May,3.9,Texas
2023,M04,April,3.5,Texas
2023,M03,March,4,Texas
2023,M02,February,4.4,Texas
2023,M01,January,4.3,Texas
2022,M12,December,3.7,Texas
2022,M11,November,3.8,Texas
2022,M10,October,3.8,Texas
2022,M09,September,3.8,Texas
2022,M08,August,4,Texas
2022,M07,July,4.1,Texas
2022,M06,June,4.2,Texas
2022,M05,May,3.6,Texas
2022,M04,April,3.5,Texas
2022,M03,March,3.8,Texas
2022,M02,February,4.3,Texas
2022,M01,January,4.6,Texas
2021,M12,December,4.1,Texas
2021,M11,November,4.4,Texas
2021,M10,October,4.7,Texas
2021,M09,September,5,Texas
2021,M08,August,5.5,Texas
2021,M07,July,5.9,Texas
2021,M06,June,6.4,Texas
2021,M05,May,5.7,Texas
2021,M04,April,5.9,Texas
2021,M03,March,6.4,Texas
2021,M02,February,6.9,Texas
2021,M01,January,7,Texas
2020,M12,December,6.7,Texas
2020,M11,November,6.8,Texas
2020,M10,October,6.7,Texas
2020,M09,September,7.7,Texas
2020,M08,August,7.9,Texas
2020,M07,July,9.7,Texas
2020,M06,June,10.4,Texas
2020,M05,May,11.8,Texas
2020,M04,April,12.3,Texas
2020,M03,March,5.4,Texas
2020,M02,February,3.5,Texas
2020,M01,January,3.7,Texas
2019,M12,December,3.2,Texas
2019,M11,November,3.3,Texas
2019,M10,October,3.3,Texas
2019,M09,September,3.4,Texas
2019,M08,August,3.7,Texas
2019,M07,July,3.9,Texas
2019,M06,June,3.8,Texas
2019,M05,May,3.1,Texas
2019,M04,April,3.1,Texas
2019,M03,March,3.5,Texas
2019,M02,February,3.8,Texas
2019,M01,January,4.2,Texas
