State,Type of Government,Name of Government,Government Function,Full-time Employees,Full-time Employees Data Flag,Full-time Payroll,Full-time Payroll Data Flag,Part-time Employees,Part-time Employees Data Flag,Part-time Payroll,Part-time Payroll Data Flag,Individual Unit ID,Census Region,County Name,FIPS State,FIPS County,Population/Enrollment/Function Code,Year of Population/Enrollment,School Level,Probability of Selection,Worksheet Code,New Individual Unit ID
South Carolina,State,South Carolina,Total - All Government Employment Functions,73061,X,373364026,X,20941,X,28378240,X,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Financial Administration,3015,R,13845397,R,89,R,173152,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Other Government Administration,431,T,2449694,R,377,C,312826,C,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Judicial and Legal,952,R,6219289,R,8,R,24490,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Police Protection - Persons with Power of Arrest,1360,R,6915803,R,8,R,21130,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Police Protection - Other,648,R,2660217,R,34,R,50389,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Corrections,6235,R,24945688,R,66,R,159363,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Highways,3537,R,15288884,R,2,R,5865,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Air Transportation,10,R,66543,R,0,R,0,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Sea and Inland Port Facilities,852,R,8615114,R,7,R,11383,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Public Welfare,5795,R,20890235,R,28,R,57369,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Health,4792,R,21406582,R,541,R,1729210,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Hospitals,5730,X,23478368,X,356,X,1592735,X,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Social Insurance Administration,845,R,3281851,R,23,T,34635,T,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Parks and Recreation,870,R,2144962,R,52,R,43737,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Housing and Community Development,140,R,696933,R,0,R,0,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Natural Resources,1971,R,7680659,R,182,R,144914,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Water Supply,13,R,100087,R,0,R,0,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Electric Power,1555,R,13157114,R,6,R,21456,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Education - Higher Education Instructional,10034,X,80354284,X,7250,R,11404014,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Education - Higher Education Other,19621,X,97702356,X,11598,X,12115419,X,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Education - Other,2848,R,13216115,R,264,R,385068,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,Libraries,39,R,164175,R,0,R,0,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,State,South Carolina,All other and unallocable,1768,R,8083676,R,50,R,91085,R,41000000000000,South,NA,45,NA,5218040,20,NA,1,00,226359
South Carolina,County,Abbeville,Total - All Government Employment Functions,162,R,568246,R,65,R,52391,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Financial Administration,8,R,35302,R,1,R,1366,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Other Government Administration,8,R,36047,R,8,R,5089,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Judicial and Legal,12,R,33651,R,6,R,8410,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Police Protection - Persons with Power of Arrest,41,R,140874,R,3,R,1782,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Police Protection - Other,0,R,0,R,1,R,1235,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
South Carolina,County,Abbeville,Fire Protection - Firefighters,3,R,9855,R,0,R,0,R,41100100100000,South,Abbeville,45,001,24404,20,NA,1,04,174848
