State,Type of Government,Name of Government,Government Function,Full-time Employees,Full-time Employees Data Flag,Full-time Payroll,Full-time Payroll Data Flag,Part-time Employees,Part-time Employees Data Flag,Part-time Payroll,Part-time Payroll Data Flag,Individual Unit ID,Census Region,County Name,FIPS State,FIPS County,Population/Enrollment/Function Code,Year of Population/Enrollment,School Level,Probability of Selection,Worksheet Code,New Individual Unit ID
Virginia,State,Virginia,Total - All Government Employment Functions,110665,T,677563128,T,51743,X,80747534,X,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Financial Administration,4182,X,21957135,X,399,X,713802,X,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Other Government Administration,609,R,4224983,R,569,R,1454765,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Judicial and Legal,3720,T,22555004,T,291,T,443884,T,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Police Protection - Persons with Power of Arrest,2286,T,13634085,X,60,T,110486,T,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Police Protection - Other,809,T,3590280,X,93,T,243637,X,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Corrections,11261,R,50664920,R,641,R,1503265,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Highways,7252,T,44664415,T,447,T,901448,T,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Sea and Inland Port Facilities,201,R,1619219,R,0,R,0,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Public Welfare,2887,R,16136126,R,294,R,775968,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Health,6456,R,36446089,R,301,R,625705,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Hospitals,11456,T,60793397,T,1492,T,4567705,T,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Social Insurance Administration,1563,T,6825134,T,148,T,252737,T,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Parks and Recreation,734,X,3165209,R,704,X,698239,X,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Housing and Community Development,458,R,3903013,R,7,R,10722,R,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
Virginia,State,Virginia,Natural Resources,2157,X,13644318,X,664,X,1439550,X,47000000000000,South,NA,51,NA,8590563,20,NA,1,00,227542
