fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,New Hampshire,Belknap,01,Community Facilities,Grant (CF),03220,Not Persistent Poverty Community,"BELMONT, TOWN OF",FY26 CDS DRIVE TO SAFETY,Grant Funds,Belmont,Not Applicable,FY22 CONGRESSIONALLY DIRECTED SPENDING,Public Administration,33001,92218,POLICE CAR,Commercial,"This Rural Development investment will be used to purchase a new 2025 Chevrolet Tahoe, Four Door 4WD Utility Vehicle for the Town of Belmont Police Department, which is located in Belknap County, New Hampshire. The new vehicle will help to keep the town residents safe. Having a safe and reliable police service improves the safety, well-being, and quality of life in rural American communities. Total project costs are $103,019 with $31,000 in applicant contribution and $73,000 in Rural Development Community Facility FY26 Congressionally Directed Spending (CDS) grant funds.",73000,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BRETON WOODS C/O ALLGEYER MGMT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,265881,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GILFORD VILLAGE KNOLLS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,134199,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GILFORD VILLAGE KNOLLS II,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,170569,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,HARVEY HEIGHTS MEREDITH,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,232404,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LM II AFFORDABLE HS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,155977,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MAPLE HILL ACRES LP,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,455578,1
2026,New Hampshire,Belknap,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,PINECREST APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,223032,1
2026,New Hampshire,Belknap,01,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"CMG MORTGAGE, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,378787,1
2026,New Hampshire,Belknap,01,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,MAGNOLIA BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,33001,NA,Not Available,Residential,Detailed Project Description Not Available,419191,1
