fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Rhode Island,Kent,02,Community Facilities,Grant (CF),02817,Not Persistent Poverty Community,"WEST GREENWICH, TOWN OF",FY26 CDS WEST GREENWICH FIRE R,Grant Funds,West Greenwich,Not Applicable,FY22 CONGRESSIONALLY DIRECTED SPENDING,Health Care and Social Assistance,44003,62192,RESCUE AND AMBULANCE SERVICE - EQUIPMENT BUILDING,Commercial,"This Rural Development investment will improve the Town of West Greenwich, Rhode Island's radio communications by providing a $311,000 grant. This project replaces the town's outdated equipment, which will be unusable in 2028, with modern telecommunications and dispatch technology. These upgrades will strengthen public safety by improving signal coverage, reducing communication delays, and eliminating dead zones that currently hinder emergency response throughout the town.",311000,1
2026,Rhode Island,Newport,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,JAMESTOWN VILLAGE SK MANAGEMENT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,44005,NA,Not Available,Residential,Detailed Project Description Not Available,184995,1
2026,Rhode Island,Newport,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SAKONNET VIEW,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,44005,NA,Not Available,Residential,Detailed Project Description Not Available,194795,1
2026,Rhode Island,Newport,01,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,44005,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,Rhode Island,Providence,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,DEERFIELD COMMONS APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,730051,1
2026,Rhode Island,Providence,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,"POLANCO, RAFAEL",Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,7644,1
2026,Rhode Island,Providence,01,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"NORWICH COMMERCIAL GROUP, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,375068,1
2026,Rhode Island,Providence,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,FRIENDSHIP PINE,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,7476,1
2026,Rhode Island,Providence,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,HEMLOCK VILLAGE C/O MJKH PROPERTY SERVICES LLC,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,202201,1
2026,Rhode Island,Providence,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LAUREL CREST-PINE MEADOW C/O,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,44007,NA,Not Available,Residential,Detailed Project Description Not Available,268013,1
