fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Maine,Androscoggin,02,Community Facilities,Grant (CF),04274,Not Persistent Poverty Community,"POLAND, TOWN OF",FY 26 CDS A.B. RICKER MEMORIAL,Grant Funds,Poland,Not Applicable,FY22 CONGRESSIONALLY DIRECTED SPENDING,Information,23001,51412,LIBRARY,Commercial,"This USDA Rural Development investment will renovate and expand the Ricker Memorial Library in Poland, Maine. The project will build a 2,650 square foot addition, improve accessibility with a new elevator and entry, and modernize community spaces. It also will upgrade interior finishes, lighting, mechanical systems, and structural components. These improvements will create a safer, more accessible library and expand services for rural residents.",750000,1
2026,Maine,Androscoggin,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BUCKNAM OAKS II,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,241365,1
2026,Maine,Androscoggin,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,HERITAGE KNOLL,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,443615,1
2026,Maine,Androscoggin,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,TURNER SQUARE APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,221523,1
2026,Maine,Androscoggin,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,WOODGATE APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,467962,1
2026,Maine,Androscoggin,02,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - MSHH SET ASIDE SELF HELP SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,995200,3
2026,Maine,Androscoggin,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,BATH SAVINGS INSTITUTION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,245959,1
2026,Maine,Androscoggin,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"CMG MORTGAGE, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,424982,2
2026,Maine,Androscoggin,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,CONSUMER REAL ESTATE FINANCE CO,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,156565,1
2026,Maine,Androscoggin,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"DAS ACQUISITION COMPANY, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,23001,NA,Not Available,Residential,Detailed Project Description Not Available,215555,1
