fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Wyoming,Big Horn,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BIG HORN COURT SYRINGA PROPERTY MG,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,154401,1
2026,Wyoming,Big Horn,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LD VENTURES LLC,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,6144,3
2026,Wyoming,Big Horn,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LOVELL APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,160000,1
2026,Wyoming,Big Horn,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,VALLEY HOMES,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,87318,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY VERY LOW INCOME,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,235000,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,AMERICAN PACIFIC MORTGAGE CORPORATION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,250505,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"CMG MORTGAGE, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,262525,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST NORTHERN BANK OF WYOMING,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,136363,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GLACIER BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,130461,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GUILD MORTGAGE COMPANY LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,267676,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,NEIGHBORS BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,190909,1
2026,Wyoming,Big Horn,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,PINNACLE BANK - WYOMING,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56003,NA,Not Available,Residential,Detailed Project Description Not Available,711698,3
2026,Wyoming,Big Horn,At-Large,Water and Environmental,Grant (WEP),82412,Not Persistent Poverty Community,Town of Byron,Water Line Expansion,Grant Funds,Byron,Not Applicable,(GRANT ONLY) WATER ONLY,Utilities,56003,NA,Not Available,Commercial,"This investment by USDA Rural Development will improve the water system of the Town of Byron to expand water supply to serve approximately 30 residents who do not currently have consistent access to potable water. Residents of this rural area have inconsistent water supply including private, poor-quality wells or hauled water. This project will connect these unserved residents to the Town of Byron's water system. Water will be sourced from the Shoshone Municipal Pipeline.",565000,1
2026,Wyoming,Campbell,At-Large,Business Programs,Business and Industry Loan Guarantees (B&I) (BP),82718,Not Persistent Poverty Community,EAGLE SPECIALTY MATERIALS LLC,"FY26 BUYOUT,NEW EQUIP,WC",Loan Funds - Guaranteed,Gillette,STONE BANK,GUARANTEED B&I 3% FEE LOAN,"Mining, Quarrying, and Oil and Gas Extraction",56005,212114,Not Available,Commercial,"This loan guarantee provided by USDA Rural Development will help facilitate new ownership of the Belle Ayr and Eagle Butte coal mines by Eagle Specialty Materials as owner and operator. These coal mine operations are located in the Powder River Basin of Wyoming. The funds will be used to guarantee a note for working capital, transfer of ownership, refinance and to purchase equipment. This investment will ensure the operation continues as current ownership changes.",25000000,1
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,BUFFALO FEDERAL BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,237373,1
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST NATIONAL BANK OF GILLETTE,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,313636,1
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST NORTHERN BANK OF WYOMING,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,4916365,18
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST NORTHERN BANK OF WYOMING,SEC 502 GUARANTEED SINGLE FAMILY HOUSING REFINANCE LOANS WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,288383,1
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"GOLD STAR MORTGAGE FINANCIAL GROUP, CORP",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,467575,2
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GUILD MORTGAGE COMPANY LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,460504,2
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"KIND LENDING, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,1085954,4
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,PINNACLE BANK - WYOMING,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,589898,2
2026,Wyoming,Campbell,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"UNITED WHOLESALE MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56005,NA,Not Available,Residential,Detailed Project Description Not Available,794140,3
2026,Wyoming,Carbon,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,CROSS COUNTRY MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,56007,NA,Not Available,Residential,Detailed Project Description Not Available,239393,1
