fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Nevada,Churchill,02,Business Programs,Business and Industry Loan Guarantees (B&I) (BP),89406,Not Persistent Poverty Community,HOMESTEAD ALF REAL ESTATE LLC,THE HOMESTEAD,Loan Funds - Guaranteed,Fallon,BANK FIVE NINE,GUARANTEED B&I 3% FEE LOAN,Health Care and Social Assistance,32001,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),Commercial,"This RD investment will provide permanent financing for the real estate and business acquisition of The Homestead, a 56-room (77 beds) assisted living and memory care facility, along with working capital assistance. The facility provides traditional amenities for senior living with added services for memory care, located in Fallon, NV.",5200000,1
2026,Nevada,Churchill,02,Multifamily Housing,Guaranteed Loan (MFH),89406,Not Persistent Poverty Community,FALLON HOUSING LLC,FALLON SENIOR APARTMENTS,Loan Funds - Guaranteed,Fallon,CHURCHILL MORTGAGE INVESTMENT LLC,RRH-NONSUBSIDIZED-SEC538 GUARANTEED,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,"This Rural Development investment will provide additional financing for the transfer, assumption and rehabilitation of Fallon Senior Apartments, a senior multifamily housing complex in Fallon, Neveda. The project is currently included in the USDA Rural Development Multifamily Housing Direct Loan program portfolio and consists of 83 one-bedroom and two two-bedroom units. All units will go through significant renovations and improve the living conditions for all current and future tenants.",7670000,1
2026,Nevada,Churchill,02,Multifamily Housing,Guaranteed Loan (MFH),89406,Not Persistent Poverty Community,NORTHERN FAMILY HOUSING LLC,FALLON FAMILY APARTMENTS,Loan Funds - Guaranteed,Fallon,CHURCHILL MORTGAGE INVESTMENT LLC,RRH-NONSUBSIDIZED-SEC538 GUARANTEED,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,"This Rural Development investment will provide additional financing for the transfer, assumption and rehabilitation of Fallon Family Apartments, a family multifamily housing complex in Fallon, Neveda. The project is currently included in the USDA Rural Development Multifamily Housing Direct Loan program portfolio and consists of 27 one-bedroom, 60 two-bedroom and six three-bedroom units. All units will go through significant renovations and improve the living conditions for all current and future tenants.",9770000,1
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,ARBORWOOD I,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,50280,1
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BELLAIRE APT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,27628,1
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,DESERTAIRE APT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,52379,1
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,FALLON FAMILY APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,584501,2
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,FALLON SENIOR APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,581317,3
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,INDIGO VILLAGE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,424823,1
2026,Nevada,Churchill,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SADDLEBROOK APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,84068,1
2026,Nevada,Churchill,02,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,380000,1
2026,Nevada,Churchill,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"EQUITY PRIME MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,1009999,3
2026,Nevada,Churchill,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,PLAINS COMMERCE BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,32001,NA,Not Available,Residential,Detailed Project Description Not Available,127272,1
