fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Alaska,Anchorage,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BIRCHWOOD APARTMENT EAGLE RIVER VOA AFFORDABLE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,02020,NA,Not Available,Residential,Detailed Project Description Not Available,579378,1
2026,Alaska,Bethel (CA),At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LULU HERON APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,02050,NA,Not Available,Residential,Detailed Project Description Not Available,258070,1
2026,Alaska,Bethel (CA),At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GENEVA FINANCIAL LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,02050,NA,Not Available,Residential,Detailed Project Description Not Available,303030,1
2026,Alaska,Bethel (CA),At-Large,Water and Environmental,Grant (WEP),99668,Not Persistent Poverty Community,"Sleetmute, Traditional Council",Sleetmute-Landfill Construction,Grant Funds,Sleetmute,Not Applicable,(GRANT ONLY) WASTE DISPOSAL ONLY,Utilities,02050,NA,Not Available,Commercial,"USDA Rural Development is investing grant funding for the Sleetmute Traditional Council to construct a new municipal solid waste landfill and 1,900-foot access road serving the community of Sleetmute, Alaska. The project will replace the existing open-dump landfill, which operates within 500 feet of the Kuskokwim River and is subject to active bank erosion and seasonal flooding. These funds will help acquire land, develop the site, construct landfill cells, make perimeter and access road improvements, and purchase operational equipment.",1400000,1
2026,Alaska,Bristol Bay,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SOUTHWEST ELDERS APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,02060,NA,Not Available,Residential,Detailed Project Description Not Available,151697,1
2026,Alaska,Chugach,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SOUND VIEW APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,02063,NA,Not Available,Residential,Detailed Project Description Not Available,259498,1
2026,Alaska,Denali,At-Large,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GLOBAL FEDERAL CREDIT UNION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,02068,NA,Not Available,Residential,Detailed Project Description Not Available,343434,1
2026,Alaska,Dillingham (CA),At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MUKLUNG MANOR APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,02070,NA,Not Available,Residential,Detailed Project Description Not Available,181177,1
2026,Alaska,Fairbanks North Star,At-Large,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,TANANA APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,02090,NA,Not Available,Residential,Detailed Project Description Not Available,417481,1
2026,Alaska,Fairbanks North Star,At-Large,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,02090,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
