fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,"CASA BLANCA APARTMENTS, LLC",Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,2856,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LANDLORD,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,27888,2
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LEISURE VILLAGE VII MW,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,109497,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LEISURE VILLAGE XI MW,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,158329,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MERIDIAN SUNSET MANOR A LIMITED PARTNERSHIP,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,154728,12
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,"OAK PARK, LLC",Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,6696,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,RON & COLEEN SCHAUB FAMILY LIVING TRUST,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,5700,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,"STUBBLEFIELD, ARNOLD",Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,6852,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,"STUBBLEFIELD, ARNOLD STUBBLEFIELD, JIM",Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,1968,1
2026,Idaho,Ada,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,WASHINGTON SQUARE APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,281550,1
2026,Idaho,Ada,01,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,AMERICAN PACIFIC MORTGAGE CORPORATION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,16001,NA,Not Available,Residential,Detailed Project Description Not Available,1171210,3
