cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
535013,Granite Rehabilitation and Wellness,3128 Boxelder Dr,Cheyenne,WY,82001,3076347901,100,Laramie,Y,For profit - Corporation,146,87.9,NA,Medicare and Medicaid,N,NORTH BIG HORN HOSPITAL DISTRICT,1973-04-01,EVERGREEN HEALTHCARE GROUP,846,43,2.4,2.3,3.3,3,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,5,NA,1,NA,4,NA,NA,NA,1.75936,0.67474,0.7327,1.40744,3.1668,2.99221,0.60324,0,45.9,NA,46.7,NA,0,NA,1.16792,0.83921,1.957,0.72198,0.57009,3.24907,2.88236,2.08181,0.7984,0.86699,3.7472,3.54061,2026-03-26,7,5,4,80,0,0,80,2024-08-07,13,7,6,100,1,0,100,85,0,1,15548,0,1,"3128 Boxelder Dr,Cheyenne,WY,82001",41.1391,-104.78,NA,2026-06-01
535017,Heritage Home,550 Fremont Lake Road,Pinedale,WY,82941,3073674161,170,Sublette,N,Government - Hospital district,50,41.6,NA,Medicare and Medicaid,N,Legal Business Name Not Available,1982-05-20,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,2,NA,5,NA,4,NA,NA,NA,3.16987,0.37245,1.35815,1.7306,4.90047,4.35591,0.99814,0.03298,97.9,NA,93.3,NA,1,NA,1.19891,0.86148,2.00893,0.74114,0.58522,3.33529,2.95885,3.65387,0.42932,1.56552,5.64872,5.02101,2025-06-12,4,3,1,36,1,0,36,2024-02-23,5,3,3,28,1,0,28,34,NA,1,9718,0,1,"550 Fremont Lake Road,Pinedale,WY,82941",42.8922,-109.82,NA,2026-06-01
535021,Wyoming Retirement Center,890 US HWY 20 SOUTH,Basin,WY,82410,3075682431,010,Big Horn,N,Government - State,90,73.2,NA,Medicare and Medicaid,N,STATE OF WYOMING,1984-09-12,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Resident,Yes,1,NA,2,NA,2,NA,2,NA,NA,2,1,NA,NA,NA,0.43618,0.02699,0.37574,0.40272,0.83891,0.5579,0.14877,0,67,NA,62.5,NA,0,NA,1.1875,0.85328,1.9898,0.73409,0.57965,3.30353,2.93067,0.50762,0.03141,0.43727,0.9763,0.64927,2024-12-12,7,6,6,84,1,0,84,2023-09-28,6,3,3,72,1,0,72,81,NA,2,41201,0,2,"890 US HWY 20 SOUTH,Basin,WY,82410",44.3602,-108.04,NA,2026-06-01
535023,Weston County Health Services,1124 Washington Blvd,Newcastle,WY,82701,3077462793,220,Weston,N,Non profit - Corporation,58,52,NA,Medicare and Medicaid,Y,WESTON COUNTY HOSPITAL DISTRICT,1984-09-04,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Both,Yes,2,NA,2,NA,2,NA,2,NA,NA,2,4,NA,NA,NA,2.60952,0.56177,0.70732,1.26909,3.87861,3.36397,0.49053,0,53.7,NA,40,NA,NA,26,1.11326,0.79994,1.86541,0.6882,0.54341,3.09702,2.74747,3.23938,0.69737,0.87805,4.8148,4.17594,2024-07-11,7,4,3,84,1,0,84,2023-04-13,10,10,0,44,1,0,44,74,NA,0,0,0,0,"1124 Washington Blvd,Newcastle,WY,82701",43.8488,-104.19,NA,2026-06-01
535024,Casper Mountain Rehabilitation and Care Center,4305 S Poplar,Casper,WY,82601,3072372561,120,Natrona,Y,For profit - Limited Liability company,120,79.4,NA,Medicare and Medicaid,N,NORTH BIG HORN HOSPITAL DISTRICT,1984-10-14,NA,NA,NA,NA,NA,NA,NA,N,SFF Candidate,N,N,N,Both,Yes,1,NA,1,NA,3,NA,4,NA,3,NA,1,NA,NA,NA,2.03923,0.18613,0.64853,0.83466,2.87389,2.55729,0.37301,0.08307,55.2,NA,58.8,NA,3,NA,1.32351,0.95101,2.2177,0.81817,0.64604,3.6819,3.26634,2.12931,0.19435,0.67718,3.00085,2.67025,2025-08-27,22,17,17,132,1,0,132,2024-06-13,25,9,18,156,1,0,156,138,NA,1,62647,1,2,"4305 S Poplar,Casper,WY,82601",42.8084,-106.34,NA,2026-06-01
535025,Polaris Rehabilitation and Care Center,2700 E 12th Street,Cheyenne,WY,82001,3076347986,100,Laramie,Y,For profit - Limited Liability company,105,70.7,NA,Medicare and Medicaid,N,NORTH BIG HORN HOSPITAL DISTRICT,1984-10-16,NA,NA,NA,NA,NA,NA,NA,N,SFF Candidate,Y,N,N,Both,Yes,1,NA,1,NA,2,NA,3,NA,2,NA,2,NA,NA,NA,2.08231,0.39942,0.76047,1.15988,3.24219,2.75902,0.51974,0.03657,68.6,NA,47.8,NA,5,NA,1.35229,0.9717,2.26594,0.83596,0.66009,3.76199,3.33739,2.12801,0.40818,0.77716,3.31335,2.81957,2026-01-15,23,8,23,200,0,0,200,2024-06-26,12,6,6,68,1,0,68,167,NA,1,62647,0,1,"2700 E 12th Street,Cheyenne,WY,82001",41.1366,-104.78,NA,2026-06-01
535026,Big Horn Rehabilitation and Care Center,1851 Big Horn Ave,Sheridan,WY,82801,3076744416,160,Sheridan,N,For profit - Limited Liability company,128,73.5,NA,Medicare and Medicaid,N,NORTH BIG HORN HOSPITAL DISTRICT,1978-06-01,NA,NA,NA,NA,NA,NA,NA,N,SFF Candidate,N,N,N,Both,Yes,1,NA,1,NA,3,NA,3,NA,3,NA,2,NA,NA,NA,2.20396,0.61837,0.48199,1.10036,3.30432,2.95187,0.42272,0.15234,63.2,NA,57.1,NA,5,NA,1.2455,0.89496,2.08699,0.76994,0.60796,3.46489,3.07382,2.44546,0.68612,0.53481,3.66639,3.27532,2026-05-07,30,14,16,216,0,0,216,2024-09-13,13,6,7,92,2,46,138,196.5,NA,1,7163,1,2,"1851 Big Horn Ave,Sheridan,WY,82801",44.7774,-106.96,NA,2026-06-01
535027,Cody Regional Health Long Term Care Center,707 Sheridan Ave,Cody,WY,82414,3075782434,140,Park,N,Government - Hospital district,94,46.8,NA,Medicare and Medicaid,Y,WEST PARK HOSPITAL DISTRICT,1985-01-22,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,2,NA,NA,2,3,NA,NA,NA,2.69605,0.89901,0.48084,1.37985,4.0759,3.51543,0.27325,0.00854,63.8,NA,76.9,NA,0,NA,1.18437,0.85103,1.98456,0.73216,0.57812,3.29484,2.92296,3.14586,1.049,0.56106,4.75592,4.10195,2026-04-09,3,3,0,28,0,0,28,2024-08-22,6,4,2,32,1,0,32,29,NA,0,0,0,0,"707 Sheridan Ave,Cody,WY,82414",44.526,-109.07,NA,2026-06-01
535029,Crook County Medical Services District Long Term C,713 Oak St,Sundance,WY,82729,3072833501,050,Crook,N,Non profit - Corporation,32,30.1,NA,Medicare and Medicaid,Y,CROOK COUNTY MEDICAL SERVICES DISTRICT,1986-12-31,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,3,NA,3,NA,2,NA,2,NA,NA,2,4,NA,NA,NA,3.15752,0.4076,1.09715,1.50474,4.66226,3.99976,0.66899,0,80.7,NA,63.6,NA,NA,26,1.21318,0.87173,2.03283,0.74996,0.59218,3.37498,2.99405,3.59684,0.46431,1.2498,5.31094,4.55626,2025-08-14,3,3,0,24,1,0,24,2024-05-09,9,6,3,72,1,0,72,36,NA,1,8981,0,1,"713 Oak St,Sundance,WY,82729",44.4075,-104.38,NA,2026-06-01
535030,New Horizons Care Center,1111 Lane 12,Lovell,WY,82431,3075485200,010,Big Horn,N,Government - Hospital district,85,56.4,NA,Medicare and Medicaid,Y,NORTH BIG HORN HOSPITAL DISTRICT,1988-01-13,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,5,NA,4,NA,3,NA,3,NA,NA,2,5,NA,NA,NA,2.54081,0.3996,0.90716,1.30675,3.84756,3.39795,0.72723,0.00606,32.2,NA,14.3,NA,NA,26,1.08477,0.77946,1.81766,0.67058,0.5295,3.01774,2.67714,3.23694,0.50908,1.1557,4.90173,4.32892,2025-01-09,4,4,0,20,1,0,20,2023-10-19,6,2,4,36,1,0,36,24,NA,1,7521,0,1,"1111 Lane 12,Lovell,WY,82431",44.8258,-108.39,NA,2026-06-01
