cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
185003,Laurel Heights Home for the Elderly,208 West 12th Street,London,KY,40741,6068644155,620,Laurel,N,Non profit - Corporation,160,155.1,NA,Medicare and Medicaid,N,LAUREL HOUSING INC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,2.50548,0.50942,0.99522,1.50464,4.01012,3.65442,0.77914,0.06809,26.1,NA,16.7,NA,0,NA,1.73977,1.25012,2.9152,1.07549,0.84922,4.83991,4.29365,1.99021,0.40466,0.79055,3.18541,2.90286,2025-04-03,0,0,0,0,0,0,0,2020-03-05,2,2,0,20,1,0,20,5,NA,0,0,0,0,"208 West 12th Street,London,KY,40741",37.1325,-84.091,NA,2026-06-01
185005,Spring Creek Post-Acute Rehabilitation Center,1401 South 16th Street,Murray,KY,42071,2707522900,170,Calloway,N,For profit - Limited Liability company,226,126.2,NA,Medicare and Medicaid,N,SPRING CREEK REHAB LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,2.633,1.35344,0.34449,1.69792,4.33093,3.79835,0.21489,0.0265,70.8,NA,64.7,NA,4,NA,1.47817,1.06214,2.47685,0.91377,0.72153,4.11215,3.64803,2.46166,1.26536,0.32207,4.04909,3.55117,2025-05-10,7,7,2,131,1,0,131,2024-03-08,8,4,5,156,1,0,156,137.25,0,5,52540,1,6,"1401 South 16th Street,Murray,KY,42071",36.5891,-88.324,NA,2026-06-01
185006,Morgantown Care & Rehabilitation Center,201 South Warren Street,Morgantown,KY,42261,2705263368,150,Butler,Y,For profit - Limited Liability company,122,116.4,NA,Medicare and Medicaid,N,LP MORGANTOWN LLC,1967-01-01,SIGNATURE HEALTHCARE,474,68,3.1,2.9,2.6,3.9,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,4,NA,2,NA,4,NA,NA,NA,2.49549,0.39268,0.88184,1.27452,3.77001,3.23976,0.66479,0.06646,34.2,NA,36.4,NA,0,NA,1.25641,0.90279,2.10527,0.77668,0.61328,3.49523,3.10074,2.74489,0.43193,0.96997,4.14679,3.56354,2026-04-10,3,3,0,16,1,0,16,2025-02-27,3,3,0,16,1,0,16,16,NA,0,0,0,0,"201 South Warren Street,Morgantown,KY,42261",37.2239,-86.684,NA,2026-06-01
185008,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,2703388433,880,Muhlenberg,N,Non profit - Other,45,36.9,NA,Medicare and Medicaid,Y,OH MUHLENBERG LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,4,NA,3,NA,4,NA,4,NA,5,NA,5,NA,NA,NA,3.05629,1.44253,1.20262,2.64515,5.70144,4.90491,0.56714,8.8e-4,28.3,NA,11.1,NA,NA,26,1.15119,0.82719,1.92897,0.71165,0.56193,3.20254,2.84108,3.66898,1.73171,1.44371,6.8444,5.88819,2025-01-09,2,2,0,32,1,0,32,2023-11-17,5,5,0,24,1,0,24,30,0,0,0,0,0,"440 HOPKINSVILLE STREET,GREENVILLE,KY,42345",37.197,-87.189,NA,2026-06-01
185012,Park Grove Nursing and Rehabilitation Center,1500 Pride Avenue,Madisonville,KY,42431,2708211813,530,Hopkins,N,For profit - Limited Liability company,71,62.5,NA,Medicare and Medicaid,N,HILLSIDE HEALTH CENTER LLC,1970-04-30,ENCORE HEALTH PARTNERS,697,12,3.3,3.3,2,3.5,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,2,NA,3,NA,1,NA,2,NA,NA,NA,2.17269,0.69721,0.64948,1.34669,3.51938,3.0531,0.2163,0.02501,38.3,NA,14.3,NA,0,NA,1.61792,1.16256,2.71103,1.00017,0.78975,4.50094,3.99294,1.85583,0.59554,0.55476,3.00613,2.60785,2025-06-05,2,2,0,20,1,0,20,2024-04-05,8,7,2,177,1,0,177,59.25,NA,2,12860,0,2,"1500 Pride Avenue,Madisonville,KY,42431",37.3475,-87.504,NA,2026-06-01
185013,"BRIGHTON CORNERSTONE GROUP, LLC",55 EAST NORTH STREET,MADISONVILLE,KY,42431,2708211492,530,Hopkins,N,For profit - Limited Liability company,40,32.4,NA,Medicare and Medicaid,N,BRIGHTON CORNERSTONE GROUP LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,1,NA,2,NA,1,NA,1,25,25,6,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,27,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-01-08,5,5,0,28,1,0,28,2025-03-06,4,4,1,32,1,0,32,29,NA,1,3387,0,1,"55 EAST NORTH STREET,MADISONVILLE,KY,42431",37.3354,-87.496,NA,2026-06-01
185015,"Madisonville Health and Rehabilitation, LLC",419 North Seminary Street,Madisonville,KY,42431,2708215564,530,Hopkins,N,For profit - Corporation,94,79.7,NA,Medicare and Medicaid,N,MADISONVILLE HEALTH AND REHABILITATION LLC,1967-01-01,SIMCHA HYMAN & NAFTALI ZANZIPER,580,85,2.6,2.7,2.4,3.4,N,NA,N,N,N,None,Yes,2,NA,3,NA,1,NA,3,NA,1,NA,3,NA,NA,NA,2.18457,0.55419,0.53047,1.08466,3.26922,2.92641,0.26957,0.01305,42.9,NA,22.2,NA,0,NA,1.38575,0.99574,2.322,0.85665,0.67642,3.85507,3.41996,2.1786,0.55268,0.52902,3.2603,2.91842,2025-05-01,4,3,1,16,1,0,16,2020-01-16,3,3,0,20,1,0,20,17,NA,0,0,0,0,"419 North Seminary Street,Madisonville,KY,42431",37.3347,-87.501,NA,2026-06-01
185029,River Oaks Health & Rehabilitation,920 South 4th Street,Louisville,KY,40203,5025836533,550,Jefferson,Y,For profit - Limited Liability company,122,103.1,NA,Medicare and Medicaid,N,Legal Business Name Not Available,1967-01-20,CHRISTIAN CARE COMMUNITIES,142,5,2.8,2.8,3.4,3.6,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,4,NA,5,NA,3,NA,1,NA,NA,NA,2.271,1.07222,0.42656,1.49879,3.76978,3.46317,0.30891,0.05075,NA,26,NA,26,NA,26,1.57972,1.13511,2.64702,0.97655,0.7711,4.39467,3.89866,1.98672,0.938,0.37317,3.29789,3.02966,2025-07-09,6,6,0,28,1,0,28,2024-06-07,6,3,4,40,1,0,40,31,NA,1,6380,0,1,"920 South 4th Street,Louisville,KY,40203",38.2409,-85.759,NA,2026-06-01
185038,The Pavilion at Kenton,401 East 20th Street,Covington,KY,41014,8592836600,580,Kenton,Y,For profit - Limited Liability company,82,75.1,NA,Medicare and Medicaid,N,PAVILION AT KENTON FOR NURSING AND REHABILITATION LLC,1967-02-01,THE PAVILION GROUP,514,6,2.8,2.8,2,4.3,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,4,NA,3,NA,1,NA,NA,NA,1.7561,0.64154,0.59337,1.23492,2.99102,2.7324,0.43001,0.02292,71.9,NA,69.2,NA,1,NA,1.43359,1.03011,2.40216,0.88622,0.69977,3.98814,3.53801,1.69287,0.61845,0.57201,2.88333,2.63402,2025-02-28,10,3,7,112,1,0,112,2021-07-15,3,3,0,16,1,0,16,88,NA,0,0,0,0,"401 East 20th Street,Covington,KY,41014",39.0679,-84.5,NA,2026-06-01
185039,Highlands Nursing and Rehabilitation,1705 Stevens Avenue,Louisville,KY,40205,5024517330,550,Jefferson,Y,For profit - Limited Liability company,154,143.5,NA,Medicare and Medicaid,N,HIGHLANDS NURSING AND REHABILITATION LLC,1967-02-01,DAVID MARX,179,10,2.8,2.7,2,3.6,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,5,NA,2,NA,3,NA,NA,NA,1.83266,0.52579,0.83791,1.3637,3.19636,2.96349,0.77364,0.03821,37.6,NA,26.9,NA,0,NA,1.49392,1.07346,2.50326,0.92351,0.72922,4.15599,3.68692,1.69533,0.48639,0.77512,2.95683,2.74141,2025-02-28,7,7,0,32,1,0,32,2024-03-23,5,5,0,56,1,0,56,38,NA,2,17523,1,3,"1705 Stevens Avenue,Louisville,KY,40205",38.2287,-85.711,NA,2026-06-01
