cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,4064555903,060,Cascade,Y,Non profit - Corporation,64,61,NA,Medicare and Medicaid,N,BENEFIS HOSPITALS INC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Resident,Yes,2,NA,2,NA,4,NA,2,NA,5,NA,4,NA,NA,NA,2.33596,0.57505,0.87834,1.45339,3.78935,3.46541,0.71085,0.01367,56.5,NA,64,NA,0,NA,1.21789,0.87512,2.04073,0.75288,0.59448,3.38809,3.00569,2.65067,0.65253,0.99667,4.29987,3.93228,2025-06-19,18,12,6,116,1,0,116,2024-06-20,5,0,5,40,0,0,40,97,NA,2,118717,1,3,"2621 15TH AVE S,GREAT FALLS,MT,59405",47.4897,-111.26,NA,2026-06-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,4066565010,550,Yellowstone,Y,For profit - Limited Liability company,150,76.2,NA,Medicare and Medicaid,N,BILLINGS NURSING AND REHAB CENTER LLC,1967-01-01,EDURO HEALTHCARE,193,35,2.3,2.4,2,3.2,N,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,1.89087,0.68849,0.58472,1.27321,3.16408,2.83481,0.43541,0.10241,84.3,NA,75,NA,1,NA,1.31286,0.94336,2.19986,0.81158,0.64084,3.65228,3.24006,1.99041,0.72473,0.6155,3.33065,2.98405,2026-03-12,15,8,8,203,1,0,203,2025-01-30,37,17,20,312,3,218,530,284.75,NA,6,418996,1,7,"1807 24TH ST W,BILLINGS,MT,59102",45.7884,-108.58,NA,2026-06-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,4065388775,130,Fergus,N,For profit - Limited Liability company,101,53.5,NA,Medicare and Medicaid,N,VALLE VISTA REHABILITATION AND NURSING LLC,1970-10-01,"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",803,18,1.8,1.9,2,3.3,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.35924,0.11602,0.66507,0.78109,3.14033,2.52755,0.4535,0.00939,35,NA,37.5,NA,0,NA,1.20577,0.86641,2.02041,0.74538,0.58856,3.35435,2.97576,2.70401,0.13298,0.76226,3.59925,2.89692,2025-05-20,9,8,2,52,1,0,52,2024-05-21,5,4,1,64,1,0,64,55,NA,0,0,0,0,"402 SUMMIT AVE,LEWISTOWN,MT,59457",47.0507,-109.43,NA,2026-06-01
275024,ST JOHN'S LUTHERAN HOME,3940 RIMROCK RD,BILLINGS,MT,59102,4066555600,550,Yellowstone,Y,Non profit - Corporation,186,75.6,NA,Medicare and Medicaid,N,ST JOHNS LUTHERAN MINISTRIES INC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,4,NA,3,NA,5,NA,5,NA,NA,NA,3.09218,0.57031,1.29075,1.86106,4.95324,4.46926,1.07677,0.09362,46.6,NA,21.7,NA,0,NA,1.36154,0.97834,2.28144,0.84168,0.6646,3.78772,3.36021,3.13858,0.57887,1.31012,5.02757,4.53633,2025-07-17,7,6,1,52,1,0,52,2024-08-15,20,18,4,120,1,0,120,69,NA,0,0,0,0,"3940 RIMROCK RD,BILLINGS,MT,59102",45.7986,-108.62,NA,2026-06-01
275025,KALISPELL REHABILITATION AND NURSING LLC,171 HERITAGE WAY,KALISPELL,MT,59901,4067550800,140,Flathead,N,For profit - Limited Liability company,140,89.1,NA,Medicare and Medicaid,N,KALISPELL REHABILITATION AND NURSING LLC,1967-01-01,"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",803,18,1.8,1.9,2,3.3,N,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,2,NA,3,NA,NA,NA,2.06683,0.59473,0.51981,1.11454,3.18137,2.82863,0.31301,0.00853,36.6,NA,42.9,NA,0,NA,1.22453,0.87989,2.05185,0.75698,0.59772,3.40655,3.02207,2.33258,0.6712,0.58664,3.59042,3.19232,2026-03-12,27,19,9,252,1,0,252,2025-01-16,48,16,34,481,1,0,481,309.25,NA,3,114755,0,3,"171 HERITAGE WAY,KALISPELL,MT,59901",48.2181,-114.33,NA,2026-06-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,4066566500,550,Yellowstone,Y,For profit - Individual,160,112.1,NA,Medicare and Medicaid,N,YELLOWSTONE NURSING AND REHAB CENTER LLC,1969-10-01,EDURO HEALTHCARE,193,35,2.3,2.4,2,3.2,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,1.83807,0.6503,0.69122,1.34152,3.17958,2.74748,0.67097,0.1151,71.5,NA,71.9,NA,4,NA,1.25679,0.90307,2.10591,0.77692,0.61347,3.4963,3.10169,2.02115,0.71507,0.76007,3.49628,3.02114,2025-08-28,17,7,10,187,1,0,187,2024-07-18,35,16,20,252,1,0,252,203.25,NA,3,138359,1,4,"2115 CENTRAL AVE,BILLINGS,MT,59102",45.7698,-108.57,NA,2026-06-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,4067614300,060,Cascade,Y,For profit - Limited Liability company,189,140.1,NA,Medicare and Medicaid,N,SWEETWATER GF OPCO LLC,1967-01-01,SWEETWATER CARE,500,10,2.6,2.2,3.1,3.8,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,3,NA,4,NA,NA,NA,1.77653,0.88336,0.81244,1.6958,3.47233,2.88141,0.61437,0.08719,30.8,NA,18.2,NA,1,NA,1.25155,0.8993,2.09712,0.77368,0.61091,3.48171,3.08875,1.96167,0.97541,0.89711,3.83419,3.18169,2025-04-24,11,8,3,100,1,0,100,2024-04-25,15,4,11,108,1,0,108,102,NA,4,104142,0,4,"1500 32ND ST S,GREAT FALLS,MT,59405",47.4881,-111.25,NA,2026-06-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,4065490988,310,Missoula,Y,For profit - Corporation,53,36.7,NA,Medicare and Medicaid,N,MISSOULA SNF OPERATIONS LLC,1967-01-01,EVERGREEN HEALTHCARE GROUP,846,43,2.4,2.3,3.3,3,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,2.22684,0.97958,0.65522,1.6348,3.86165,3.42516,0.26838,0,47.6,NA,42.9,NA,0,NA,1.18306,0.85009,1.98237,0.73134,0.57748,3.29119,2.91973,2.60125,1.14428,0.76539,4.51092,4.00104,2026-03-26,6,6,0,40,1,0,40,2025-02-13,13,12,1,60,1,0,60,45,NA,0,0,0,0,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",46.8929,-113.97,NA,2026-06-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,4062936285,260,Lincoln,N,For profit - Limited Liability company,101,77.1,NA,Medicare and Medicaid,N,LIBBY OF CASCADIA,1971-10-01,CASCADIA HEALTHCARE,118,44,3.2,2.9,2.8,4,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,3,NA,NA,NA,1.81569,0.66064,0.51946,1.1801,2.99578,2.65506,0.36813,0.00883,35.2,NA,50,NA,1,NA,1.20679,0.86714,2.02212,0.74601,0.58906,3.35719,2.97828,2.07927,0.75654,0.59486000000000006,3.43068,3.04048,2025-06-30,4,4,2,36,1,0,36,2024-08-15,12,2,10,84,1,0,84,48,NA,1,22720,0,1,"308 E THIRD ST,LIBBY,MT,59923",48.3922,-115.55,NA,2026-06-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,4067289162,310,Missoula,Y,For profit - Corporation,193,143.9,NA,Medicare and Medicaid,N,"COMMUNITY NURSING, INC",1975-02-01,THE GOODMAN GROUP,508,10,3.1,2.6,3.8,3.8,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,2.68517,0.23453,1.07254,1.30707,3.99224,3.36459,0.77527,0.06415,53.3,NA,42.9,NA,0,NA,1.29999,0.93411,2.1783,0.80363,0.63456,3.61649,3.20831,2.8545,0.24932000000000001,1.14018,4.244,3.57677,2025-08-28,7,3,4,56,1,0,56,2024-08-01,16,9,7,112,1,0,112,70,NA,2,27846,0,2,"2651 SOUTH AVE W,MISSOULA,MT,59804",46.8487,-114.04,NA,2026-06-01
