cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,1900 LOVERING AVENUE,WILMINGTON,DE,19806,3026523311,010,New Castle,Y,Non profit - Other,104,93.5,NA,Medicare and Medicaid,N,KENTMERE HOME OF MERCIFUL REST SOCIETY INC.,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,4,NA,5,NA,5,NA,NA,NA,2.67415,0.9078,0.95199,1.85979,4.53394,4.10102,0.61696,0.06855,37.8,NA,41.7,NA,2,NA,1.20547,0.86619,2.01991,0.7452,0.58842,3.35353,2.97503,3.0657,1.04072,1.09139,5.1978,4.7015,2025-12-13,5,2,4,52,1,0,52,2024-11-22,16,16,5,96,1,0,96,63,NA,1,8278,0,1,"1900 LOVERING AVENUE,WILMINGTON,DE,19806",39.7617,-75.561,NA,2026-06-01
085002,EXCELCARE AT WILMINGTON LLC,2801 W. 6TH STREET,WILMINGTON,DE,19805,3026556135,010,New Castle,Y,For profit - Corporation,150,137.7,NA,Medicare and Medicaid,N,EXCELCARE AT WILMINGTON LLC,1967-01-01,EXCELCARE,757,8,2.4,2,2.3,4.5,N,NA,Y,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.20269,0.75874,0.69678,1.45551,3.6582,3.46048,0.67821,0.03735,31.3,NA,19.4,NA,1,NA,1.26394,0.90821,2.1179,0.78134,0.61696,3.5162,3.11934,2.40838,0.82959,0.76184,3.99981,3.78363,2025-03-13,3,1,2,12,1,0,12,2024-03-01,7,7,4,103,1,0,103,34.75,NA,1,38290,0,1,"2801 W. 6TH STREET,WILMINGTON,DE,19805",39.7542,-75.58,NA,2026-06-01
085003,WILLOWBROOKE COURT AT COUNTRY HOUSE,4830 KENNETT PIKE,WILMINGTON,DE,19807,3026545101,010,New Castle,Y,Non profit - Corporation,14,6.2,NA,Medicare,N,ACTS RETIREMENT-LIFE COMMUNITIES INC,1967-01-01,ACTS RETIREMENT-LIFE COMMUNITIES,9,27,4.7,4.4,4.8,4.4,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,NA,2,5,NA,5,NA,NA,NA,2.53573,0.58808,1.59603,2.18411,4.71984,4.43849,1.26547,0.89805,NA,27,NA,27,NA,27,1.43226,1.02916,2.39994,0.8854,0.69912,3.98446,3.53475,2.4467,0.56743,1.53999,4.55412,4.28264,2025-02-26,2,2,1,8,1,0,8,2024-02-09,3,3,0,28,1,0,28,13,NA,0,0,0,0,"4830 KENNETT PIKE,WILMINGTON,DE,19807",39.7962,-75.608,NA,2026-06-01
085004,Coral Springs Rehab & Healthcare,505 GREENBANK ROAD,WILMINGTON,DE,19808,3029980101,010,New Castle,Y,For profit - Limited Liability company,169,155.2,NA,Medicare and Medicaid,N,SPRINGS REHABILITATION AT BRANDYWINE LLC,1967-01-01,PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,418,15,3.4,2.9,2.5,4.5,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,4,NA,4,NA,5,NA,1,NA,NA,NA,1.98488,0.99979,0.44544,1.44523,3.43011,3.15897,0.29958,0.06357,59,NA,64.3,NA,1,NA,1.40451,1.00922,2.35344,0.86824,0.68558,3.90726,3.46626,1.95302,0.98374,0.4383,3.37506,3.10827,2025-12-08,8,5,4,60,1,0,60,2024-11-15,48,25,35,336,1,0,336,129,NA,3,99184,0,3,"505 GREENBANK ROAD,WILMINGTON,DE,19808",39.7398,-75.633,NA,2026-06-01
085006,REGAL HEIGHTS HEALTHCARE & REHAB CENTER,6525 LANCASTER PIKE,HOCKESSIN,DE,19707,3029980181,010,New Castle,Y,For profit - Corporation,172,164.5,NA,Medicare and Medicaid,N,"REGAL HEIGHTS HEALTHCARE & REHAB CENTER, LLC",1967-01-01,NATIONWIDE HEALTHCARE SERVICES,366,7,2.6,2.6,3,3,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,2.11437,1.32311,0.39661,1.71972,3.83409,3.61428,0.27494,0.04666,43.5,NA,55,NA,0,NA,1.22534,0.88047,2.05321,0.75748,0.59812,3.40882,3.02408,2.38464,1.49224,0.44731,4.32419,4.07628,2025-05-23,16,16,3,64,1,0,64,2024-05-01,36,9,29,240,1,0,240,108,NA,3,46999,0,3,"6525 LANCASTER PIKE,HOCKESSIN,DE,19707",39.7659,-75.654,NA,2026-06-01
085009,WILLOWBROOKE COURT SKILLED CENTER  AT MANOR HOUSE,1001 MIDDLEFORD ROAD,SEAFORD,DE,19973,3026294593,020,Sussex,N,Non profit - Corporation,15,9,NA,Medicare and Medicaid,N,ACTS RETIREMENT-LIFE COMMUNITIES INC,1967-11-16,ACTS RETIREMENT-LIFE COMMUNITIES,9,27,4.7,4.4,4.8,4.4,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,NA,2,5,NA,5,NA,NA,NA,2.14813,0.71884,1.39964,2.11848,4.2666,3.75485,0.90622,0.3138,33.3,NA,40,NA,0,NA,1.16396,0.83637,1.95036,0.71954,0.56816,3.23806,2.87259,2.55047,0.85348,1.66179,5.06574,4.45813,2025-05-06,3,3,1,12,0,0,12,2024-06-03,2,2,0,8,1,0,8,11,NA,0,0,0,0,"1001 MIDDLEFORD ROAD,SEAFORD,DE,19973",38.6429,-75.603,NA,2026-06-01
085010,MILFORD CENTER,700 MARVEL ROAD,MILFORD,DE,19963,3024223303,020,Sussex,N,For profit - Corporation,136,83.6,NA,Medicare and Medicaid,N,700 MARVEL ROAD OPERATIONS LLC,1969-05-30,GENESIS HEALTHCARE,237,187,2.4,2.3,2.5,3.6,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,4,NA,4,NA,3,NA,NA,NA,2.18643,0.82976,0.81721,1.6469800000000001,3.8334,3.44095,0.39237,0.04508,50.9,NA,50,NA,3,NA,1.37663,0.98918,2.30671,0.851,0.67197,3.82969,3.39744,2.19491,0.83299,0.82039,3.84828,3.45431,2025-11-17,12,8,5,72,1,0,72,2024-11-25,40,13,33,307,2,154,461,169.25,NA,3,176862,0,3,"700 MARVEL ROAD,MILFORD,DE,19963",38.9067,-75.44,NA,2026-06-01
085012,REGENCY HEALTHCARE & REHAB CENTER,801 N. BROOM STREET,WILMINGTON,DE,19806,3026548400,010,New Castle,Y,For profit - Limited Liability company,100,92,NA,Medicare and Medicaid,N,REGENCY HEALTHCARE & REHAB CENTER LLC.,1970-06-18,NATIONWIDE HEALTHCARE SERVICES,366,7,2.6,2.6,3,3,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,4,NA,1,NA,4,NA,NA,NA,2.23784,0.97163,0.64794,1.61957,3.8574,3.56645,0.4192,0.01568,61.4,NA,41.2,NA,0,NA,1.22395,0.87947,2.05087,0.75662,0.59744,3.40493,3.02063,2.52677,1.09708,0.73159,4.35544,4.02693,2025-07-01,2,2,0,8,1,0,8,2025-02-04,17,7,16,120,1,0,120,36,NA,2,77867,0,2,"801 N. BROOM STREET,WILMINGTON,DE,19806",39.7493,-75.564,NA,2026-06-01
085013,COMPLETE CARE AT HILLSIDE LLC,810 SOUTH BROOM STREET,WILMINGTON,DE,19805,3026521181,010,New Castle,Y,For profit - Limited Liability company,106,92,NA,Medicare and Medicaid,N,COMPLETE CARE AT HILLSIDE LLC,1970-11-14,COMPLETE CARE,157,85,3.2,2.8,2.5,4.4,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.46,1.1454,0.6256,1.77099,4.23099,3.90264,0.49311,0.07179,38.1,NA,18.8,NA,0,NA,1.48898,1.06991,2.49497,0.92045,0.72681,4.14223,3.67471,2.28321,1.06308,0.58064,3.92694,3.62218,2025-02-06,20,16,4,84,1,0,84,2024-02-01,9,6,5,60,1,0,60,78,NA,0,0,0,0,"810 SOUTH BROOM STREET,WILMINGTON,DE,19805",39.7386,-75.571,NA,2026-06-01
085015,SEAFORD CENTER,1100 NORMAN ESKRIDGE HIGHWAY,SEAFORD,DE,19973,3026293575,020,Sussex,N,For profit - Limited Liability company,124,88.5,NA,Medicare and Medicaid,N,1100 NORMAN ESKRIDGE HIGHWAY OPERATIONS LLC,1976-05-10,GENESIS HEALTHCARE,237,187,2.4,2.3,2.5,3.6,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,5,NA,3,NA,4,NA,NA,NA,2.16691,0.73651,0.82807,1.56458,3.73148,3.40266,0.39131,0.01297,39.4,NA,50,NA,2,NA,1.25715,0.90333,2.10651,0.77715,0.61365,3.4973,3.10258,2.38206,0.80964,0.91028,4.10198,3.74051,2025-09-09,11,10,2,44,1,0,44,2024-09-24,26,11,19,202,1,0,202,83.5,NA,2,192384,1,3,"1100 NORMAN ESKRIDGE HIGHWAY,SEAFORD,DE,19973",38.6387,-75.611,22,2026-06-01
