cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
235002,Oceana County Medical Care Facility,701 East Main Street,Hart,MI,49420,2318736601,630,Oceana,N,Government - County,115,95.2,NA,Medicare and Medicaid,N,OCEANA COUNTY MEDICAL CARE FACILITY,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,2,NA,2,NA,2,NA,5,NA,NA,NA,4.17069,0.91649,1.21294,2.1294400000000002,6.30013,5.22801,0.68713,0.06112,20.7,NA,11.5,NA,1,NA,1.2241,0.87958,2.05114,0.75672,0.59751,3.40536,3.02101,4.70858,1.03469,1.36938,7.11265,5.90226,2025-07-17,2,1,1,12,1,0,12,2024-08-07,2,2,0,20,1,0,20,14,NA,0,0,0,0,"701 East Main Street,Hart,MI,49420",43.7029,-86.354,NA,2026-06-01
235003,Manistee County Medical Care Facility,1505 East Parkdale Avenue,Manistee,MI,49660,2317232543,500,Manistee,N,Government - County,78,35.6,NA,Medicare and Medicaid,N,MANISTEE COUNTY MEDICAL CARE,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,2,NA,2,NA,NA,2,5,NA,NA,NA,3.58387,0.18975,2.23631,2.42606,6.00993,4.8717,1.32167,0.03362,26.9,NA,16.7,NA,0,NA,1.31294,0.94342,2.2,0.81163,0.64088,3.65251,3.24026,3.7723,0.19973,2.3539,6.32593,5.12784,2025-12-04,1,1,0,4,1,0,4,2024-10-09,9,9,1,36,1,0,36,12,NA,0,0,0,0,"1505 East Parkdale Avenue,Manistee,MI,49660",44.2724,-86.273,NA,2026-06-01
235004,Optalis Health & Rehabilitation of Muskegon,1061 West Hackley Avenue,Muskegon,MI,49441,2317552255,600,Muskegon,Y,For profit - Corporation,107,79,NA,Medicare and Medicaid,N,OPTALIS MUSKEGON OPCO LLC,1967-01-01,OPTALIS HEALTH & REHABILITATION,601,37,2.4,1.8,2.6,4.5,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,1.99431,0.60373,0.71106,1.31479,3.3091,2.89463,0.45355,0.03922,46.8,NA,58.3,NA,0,NA,1.38496,0.99517,2.32068,0.85616,0.67604,3.85287,3.41801,1.99,0.60243,0.70952,3.30195,2.88837,2026-01-14,22,21,1,124,1,0,124,2024-10-31,11,8,3,76,1,0,76,112,0,0,0,0,0,"1061 West Hackley Avenue,Muskegon,MI,49441",43.2127,-86.27,NA,2026-06-01
235005,Maples Benzie County Medical Care,210 Maple Street,Frankfort,MI,49635,2313529674,090,Benzie,Y,Government - County,80,78,NA,Medicare and Medicaid,N,MAPLES-BENZIE COUNTY MEDICAL CARE FACILITY,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,4,NA,5,NA,5,NA,NA,NA,3.6323,0.32767,1.25181,1.57948,5.21177,4.44847,0.75546,0.07208,34.7,NA,22.7,NA,0,NA,1.18684,0.8528,1.98869,0.73368,0.57932,3.30169,2.92904,4.22951,0.38154,1.45763,6.06868,5.17987,2026-01-14,7,5,2,48,1,0,48,2024-12-04,7,5,2,40,1,0,40,46,NA,1,1398,0,1,"210 Maple Street,Frankfort,MI,49635",44.6567,-86.21,NA,2026-06-01
235006,Munson Healthcare Otsego Memorial Hospital LTCU,825 North Center Street,Gaylord,MI,49735,9897312131,680,Otsego,N,Non profit - Corporation,34,28.5,NA,Medicare and Medicaid,Y,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,3,NA,5,NA,4,NA,NA,NA,2.88691,0.15310000000000001,1.43339,1.5865,4.47341,4.21298,1.13148,0,40,NA,45.5,NA,NA,26,1.37118,0.98527,2.29759,0.84764,0.66931,3.81454,3.38401,2.90962,0.15431,1.44467,4.5086,4.24613,2026-04-01,6,6,1,64,1,0,64,2025-02-13,7,4,3,44,1,0,44,59,NA,0,0,0,0,"825 North Center Street,Gaylord,MI,49735",45.034,-84.673,NA,2026-06-01
235008,Maple Lawn Medical Care Facility,50 Sanderson Lane,Coldwater,MI,49036,5172799587,110,Branch,N,Government - County,114,103.5,NA,Medicare and Medicaid,N,BRANCH COUNTY TREASURER,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,4,NA,3,NA,4,NA,5,NA,NA,NA,3.13389,0.63613,0.97485,1.61098,4.74487,4.36524,0.7458,0.04312,24.4,NA,23.1,NA,1,NA,1.17262,0.84259,1.96487,0.72489,0.57238,3.26214,2.89395,3.6934,0.74971,1.14889,5.592,5.14459,2025-08-27,5,4,1,40,1,0,40,2024-08-15,8,5,3,44,1,0,44,41,NA,0,0,0,0,"50 Sanderson Lane,Coldwater,MI,49036",41.9305,-84.989,NA,2026-06-01
235009,Thornapple Manor,2700 Nashville Rd,Hastings,MI,49058,2699452407,070,Barry,Y,Government - County,161,152,NA,Medicare and Medicaid,N,COUNTY OF BARRY,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,4,NA,5,NA,5,NA,NA,NA,3.37067,0.61599,0.85676,1.47275,4.84342,4.01874,0.43991,0.04248,43,NA,7.1,NA,0,NA,1.20424,0.86531,2.01785,0.74444,0.58782,3.35011,2.97199,3.86815,0.70691,0.98321,5.55827,4.61187,2025-03-19,6,3,3,40,1,0,40,2024-02-02,13,8,5,92,1,0,92,53,NA,0,0,0,0,"2700 Nashville Rd,Hastings,MI,49058",42.6153,-85.239,NA,2026-06-01
235011,Iosco County Medical Care Facility,1201 Harris Avenue,Tawas City,MI,48763,9893624424,340,Iosco,N,Government - City/county,78,50.7,NA,Medicare and Medicaid,N,IOSCO MEDICAL CARE FACILITY,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,3,NA,2,NA,4,NA,1,24,NA,NA,0.16902,0.01458,0.39971,0.41428,0.5833,0.47385,0.13029,0.03918,91.1,NA,55.6,NA,1,NA,1.23416,0.88681,2.06798,0.76293,0.60242,3.43334,3.04583,0.18926,0.01632,0.44758,0.65316,0.5306,2026-01-08,14,14,0,128,1,0,128,2024-11-20,9,7,2,56,1,0,56,110,NA,0,0,2,2,"1201 Harris Avenue,Tawas City,MI,48763",44.2718,-83.531,NA,2026-06-01
235013,Fairview Nursing and Rehabilitation Community,441 E Main St,Centreville,MI,49032,2694679575,740,St. Joseph,N,For profit - Corporation,64,47.6,NA,Medicare and Medicaid,N,ATRIUM CENTREVILLE LLC,1967-01-01,ATRIUM CENTERS,54,26,3.1,2.8,3.2,4,N,NA,N,N,N,Both,Yes,3,NA,2,NA,5,NA,5,NA,NA,2,4,NA,NA,NA,1.89055,0.54627,0.64768,1.19395,3.0845,2.66643,0.39091,0.01124,32.6,NA,14.3,NA,1,NA,1.09749,0.78861,1.83898,0.67845,0.53571,3.05314,2.70854,2.3806,0.68787,0.81557,3.88404,3.3576,2025-07-24,5,4,2,24,1,0,24,2024-08-08,17,3,14,281,1,0,281,88.25,7,2,124138,1,3,"441 E Main St,Centreville,MI,49032",41.9237,-85.521,NA,2026-06-01
235014,The Orchards at Redford,25330 West Six Mile Road,Redford,MI,48240,3135316874,810,Wayne,Y,For profit - Individual,88,77.5,NA,Medicare and Medicaid,N,REDFORD MI OPCO LLC,1967-01-01,THE ORCHARDS MICHIGAN,513,14,1.9,2.1,1.5,3.7,N,NA,N,N,N,Both,Yes,1,NA,2,NA,3,NA,3,NA,3,NA,1,NA,NA,NA,2.35096,1.32765,0.16776,1.49542,3.84638,3.55697,0.12735,0.04966,NA,26,NA,26,NA,26,1.33656,0.96039,2.23957,0.82623,0.65241,3.7182,3.29854,2.43085,1.37277,0.17346,3.97708,3.67784,2025-04-02,17,11,12,104,1,0,104,2024-02-15,13,11,7,92,1,0,92,101,NA,0,0,0,0,"25330 West Six Mile Road,Redford,MI,48240",42.4237,-83.3,22,2026-06-01
