cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
075011,AUTUMN LAKE HEALTHCARE AT WINDSOR,581 POQUONOCK AVE,WINDSOR,CT,06095,8606887211,010,Capitol,Y,For profit - Corporation,108,97.3,NA,Medicare and Medicaid,N,WINDSOR HEALTH AND REHABILITATION CENTER LLC,1971-09-01,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Resident,Yes,1,NA,1,NA,3,NA,5,NA,1,NA,3,NA,NA,NA,2.09615,0.82548,0.40847,1.23395,3.33009,3.15807,0.33929,0.05115,50.6,NA,23.1,NA,1,NA,1.25812,0.90403,2.10815,0.77775,0.61412,3.50001,3.10498,2.30249,0.90674,0.44868,3.6579,3.46894,2026-03-11,33,30,3,184,1,0,184,2024-03-12,14,14,1,68,2,34,102,163.5,NA,1,19432,0,1,"581 POQUONOCK AVE,WINDSOR,CT,06095",41.8709,-72.659,NA,2026-06-01
075017,MONTOWESE CENTER FOR HEALTH & REHABILITATION,163 QUINNIPIAC AVENUE,NORTH HAVEN,CT,06473,2036243303,040,South Central Ct,Y,For profit - Limited Liability company,120,109.5,NA,Medicare and Medicaid,N,MONTOWESE ACQUISITION OPERATOR LLC,1967-01-01,NATIONAL HEALTH CARE ASSOCIATES,363,43,3.2,2.8,3,4.3,N,NA,N,N,N,Both,Yes,2,NA,1,NA,5,NA,5,NA,4,NA,3,NA,NA,NA,2.11768,1.25581,0.51573,1.77154,3.88922,3.41305,0.22085,0.08451,46,NA,60,NA,0,NA,1.41143,1.01419,2.36504,0.87252,0.68896,3.92651,3.48334,2.07348,1.22959,0.50497,3.80804,3.3418,2024-10-24,11,10,3,76,1,0,76,2022-08-16,54,13,41,359,1,0,359,146.75,NA,1,10033,0,1,"163 QUINNIPIAC AVENUE,NORTH HAVEN,CT,06473",41.3471,-72.863,NA,2026-06-01
075031,AUTUMN LAKE HEALTHCARE AT GLEN HILL,1 GLEN HILL RD,DANBURY,CT,06811,2037442840,000,Western Ct,Y,For profit - Individual,100,90.7,NA,Medicare and Medicaid,N,1 GLEN HILL RD OPCO LLC,1967-01-01,AUTUMN LAKE HEALTHCARE,56,60,3,2.6,2.5,4.2,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,2,NA,NA,NA,1.91975,0.70672,0.76883,1.47555,3.3953,3.27694,0.65703,0.02168,36.2,NA,38.9,NA,1,NA,1.61356,1.15943,2.70372,0.99747,0.78762,4.48881,3.98217,1.64422,0.60529,0.65848,2.90799,2.80662,2025-06-09,11,10,1,44,1,0,44,2023-05-23,16,16,0,88,1,0,88,55,NA,0,0,0,0,"1 GLEN HILL RD,DANBURY,CT,06811",41.4145,-73.449,NA,2026-06-01
075034,CAROLTON CHRONIC & CONVALESCENT HOSPITAL INC,400 MILL PLAIN RD,FAIRFIELD,CT,06824,2032553573,000,Greater Bridgeport,Y,For profit - Corporation,170,NA,10,Medicare and Medicaid,N,CAROLTON CHRONIC & CONVALESCENT HOSP INC.,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,3,NA,5,NA,NA,2,25,6,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,21.4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-08,18,18,3,116,1,0,116,2023-02-07,18,17,1,96,1,0,96,111,NA,0,0,0,0,"400 MILL PLAIN RD,FAIRFIELD,CT,06824",41.1458,-73.266,NA,2026-06-01
075044,APPLE REHAB FARMINGTON VALLEY,269 FARMINGTON AVE,PLAINVILLE,CT,06062,8607471637,010,Capitol,Y,For profit - Corporation,160,132.4,NA,Medicare and Medicaid,N,PLAINVILLE HEALTH CARE CENTER INC.,1982-09-30,APPLE REHAB,39,20,2.2,2.3,2.6,2.8,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,4,NA,3,NA,5,NA,1,25,25,6,NA,NA,NA,NA,NA,NA,NA,NA,45.5,NA,29.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-06-03,8,7,1,44,1,0,44,2023-03-08,26,18,8,132,1,0,132,66,NA,0,0,0,0,"269 FARMINGTON AVE,PLAINVILLE,CT,06062",41.6857,-72.853,NA,2026-06-01
075047,"HEWITT HEALTH & REHABILITATION CENTER, INC",45 MALTBY STREET,SHELTON,CT,06484,2039244671,000,Greater Bridgeport,Y,For profit - Individual,206,114.2,NA,Medicare and Medicaid,N,HEWITT HEALTH & REHABILITATION,1967-01-01,APPLE REHAB,39,20,2.2,2.3,2.6,2.8,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,2,NA,4,NA,2,NA,NA,NA,2.08888,0.82825,0.30622,1.13447,3.22335,3.06499,0.22825,0.06562,39.5,NA,43.8,NA,0,NA,1.32341,0.95094,2.21753,0.8181,0.64599,3.68162,3.26609,2.18133,0.8649,0.31977,3.366,3.20063,2025-05-19,13,12,1,52,1,0,52,2023-01-24,37,21,16,176,1,0,176,83,NA,1,8018,0,1,"45 MALTBY STREET,SHELTON,CT,06484",41.3123,-73.091,NA,2026-06-01
075057,SKYVIEW REHAB AND NURSING,35 MARC DRIVE,WALLINGFORD,CT,06492,2032650981,040,Naugatuck Vly,Y,For profit - Limited Liability company,97,85.7,NA,Medicare and Medicaid,N,SV OPCO LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,Y,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.68607,0.76926,0.63748,1.40674,3.0928,2.64693,0.40276,0.09452,46.1,NA,55.6,NA,0,NA,1.40029,1.00618,2.34635,0.86563,0.68351,3.8955,3.45583,1.66402,0.7592,0.62914,3.05236,2.61232,2024-02-22,18,12,6,84,1,0,84,2021-09-28,35,32,3,398,1,0,398,162.5,NA,0,0,0,0,"35 MARC DRIVE,WALLINGFORD,CT,06492",41.4531,-72.846,NA,2026-06-01
075060,CIVITA CARE CENTER AT SALMON BROOK,72 SALMON BROOK DRIVE,GLASTONBURY,CT,06033,8606539888,010,Capitol,Y,For profit - Limited Liability company,130,103.3,NA,Medicare and Medicaid,N,SB OPCO LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,2,NA,5,NA,3,NA,NA,NA,2.14578,0.84534,0.69773,1.54307,3.68885,3.18835,0.36696,0.05134,28.8,NA,50,NA,1,NA,1.53499,1.10297,2.57207,0.9489,0.74927,4.27023,3.78827,1.93188,0.76107,0.62818,3.32113,2.87051,2025-06-25,15,12,4,76,1,0,76,2023-06-08,55,38,20,323,1,0,323,137.75,NA,2,24164,0,2,"72 SALMON BROOK DRIVE,GLASTONBURY,CT,06033",41.7165,-72.604,NA,2026-06-01
075061,STAMFORD CARE CENTER,53 COURTLAND AVENUE,STAMFORD,CT,06902,2033518300,000,Western Ct,Y,For profit - Limited Liability company,156,NA,10,Medicare and Medicaid,N,STAMFORD CARE CENTER LLC,1967-01-01,HIGHBRIDGE HEALTHCARE,269,6,2.5,2.3,1.8,4.2,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,3,NA,NA,2,25,6,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,53.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-02-10,14,13,1,108,1,0,108,2023-09-15,23,16,7,108,1,0,108,108,NA,1,8419,0,1,"53 COURTLAND AVENUE,STAMFORD,CT,06902",41.0605,-73.514,NA,2026-06-01
075063,AVERY NURSING HOME/NOBLE BUILDING,705 NEW BRITAIN AVE,HARTFORD,CT,06106,8605279126,010,Capitol,Y,Non profit - Church related,194,168.3,NA,Medicare and Medicaid,N,"CHURCH HOMES, INC. CONGREGATIONAL",1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,2,NA,5,NA,4,NA,NA,NA,2.09885,0.65642,0.59721,1.25363,3.35248,3.19963,0.43582,0.03749,25.2,NA,13.6,NA,0,NA,1.29568,0.93102,2.17108,0.80096,0.63245,3.6045,3.19767,2.23863,0.70014,0.63698,3.57575,3.41272,2025-05-19,14,13,3,80,1,0,80,2023-08-08,25,18,7,266,1,0,266,126.5,NA,4,87416,0,4,"705 NEW BRITAIN AVE,HARTFORD,CT,06106",41.7333,-72.706,NA,2026-06-01
