cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
175008,MEDICALODGES WICHITA,2280 S MINNEAPOLIS AVENUE,WICHITA,KS,67211,3162655693,860,Sedgwick,Y,For profit - Corporation,55,44.3,NA,Medicare and Medicaid,N,MEDICALODGES INC,1967-01-01,"MEDICALODGES, INC.",344,20,2.7,2.4,3.8,3.2,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,3,NA,NA,2,4,NA,NA,NA,2.3887,0.87327,0.69568,1.56895,3.95765,3.44267,0.46427,0.00593,63.8,NA,44.4,NA,0,NA,1.16522,0.83727,1.95246,0.72031,0.56877,3.24155,2.87569,2.83306,1.03572,0.82509,4.69387,4.08309,2025-11-17,4,4,0,52,1,0,52,2024-02-15,4,4,4,64,1,0,64,55,0,0,0,0,0,"2280 S MINNEAPOLIS AVENUE,WICHITA,KS,67211",37.6526,-97.315,NA,2026-06-01
175044,BREWSTER HEALTH CENTER,1001 SW 29TH ST,TOPEKA,KS,66611,7852671666,880,Shawnee,Y,Non profit - Church related,97,75.7,NA,Medicare and Medicaid,N,CONGREGATIONAL HOME,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,3,NA,5,NA,4,NA,NA,NA,3.80472,1.29898,0.52232,1.82129,5.62602,4.89492,0.44563,0.04142,53.2,NA,66.7,NA,1,NA,1.21459,0.87275,2.0352,0.75083,0.59287,3.3789,2.99754,4.32906,1.47799,0.5943,6.40135,5.5695,2025-06-11,8,8,8,44,1,0,44,2023-10-09,7,7,7,36,1,0,36,42,NA,0,0,0,0,"1001 SW 29TH ST,TOPEKA,KS,66611",39.0151,-95.691,NA,2026-06-01
175078,LEGACY AT COLLEGE HILL,5005 E 21ST STREET NORTH,WICHITA,KS,67208,3166859291,860,Sedgwick,Y,For profit - Corporation,75,66.6,NA,Medicare and Medicaid,N,"COLLEGE HILLS OPCO, LLC",1969-07-01,CAMPBELL STREET SERVICES,99,20,2.2,2.2,2.6,3.4,N,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,2.83258,0.63141,0.36034,0.99175,3.82433,3.49137,0.23318,0.00689,50.7,NA,NA,27,1,NA,1.20682,0.86717,2.02218,0.74603,0.58908,3.3573,2.97837,3.24369,0.72305,0.41263,4.37937,3.99808,2025-02-13,14,14,14,88,1,0,88,2023-05-02,34,25,9,763,1,0,763,256.75,NA,2,43188,1,3,"5005 E 21ST STREET NORTH,WICHITA,KS,67208",37.723,-97.278,NA,2026-06-01
175100,"VIA CHRISTI VILLAGE MANHATTAN, INC",2800 WILLOW GROVE ROAD,MANHATTAN,KS,66502,7855397671,800,Riley,Y,Non profit - Corporation,93,84.5,NA,Medicare and Medicaid,N,VIA CHRISTI VILLAGE MANHATTAN INC,1971-08-01,ASCENSION LIVING,48,16,2.9,2.6,3.4,3.6,Y,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.55974,1.0228,0.55987,1.58267,4.14242,3.79882,0.19719,0.01499,45.2,NA,33.3,NA,1,NA,1.16547,0.83745,1.95289,0.72047,0.56889,3.24225,2.87631,3.03525,1.2128,0.66388,4.91194,4.50451,2024-10-02,8,6,8,64,1,0,64,2023-07-11,11,6,5,187,1,0,187,94.75,NA,6,186215,0,6,"2800 WILLOW GROVE ROAD,MANHATTAN,KS,66502",39.2132,-96.607,NA,2026-06-01
175113,LEGACY ON 10TH AVENUE,2015 SE 10TH AVENUE,TOPEKA,KS,66607,7852338918,880,Shawnee,Y,For profit - Limited Liability company,60,55,NA,Medicare and Medicaid,N,"LEGACY ON 10TH OPCO, LLC",1976-11-30,ADVENA LIVING COMMUNITIES,832,6,1.3,1.8,1.7,1.8,N,NA,N,N,N,Both,Yes,1,NA,1,NA,2,NA,2,NA,NA,2,2,NA,NA,NA,1.83399,0.55187,0.53689,1.08876,2.92275,2.62823,0.45536,0.0045,63.3,NA,40,NA,4,NA,1.14948,0.82596,1.9261,0.71059,0.56109,3.19778,2.83686,2.20492,0.66349,0.64548,3.51389,3.1598,2026-03-31,15,14,5,128,1,0,128,2024-10-09,26,17,26,336,1,0,336,180,0,0,0,0,0,"2015 SE 10TH AVENUE,TOPEKA,KS,66607",39.0443,-95.65,NA,2026-06-01
175114,DIVERSICARE OF HUTCHINSON,1202 E 23RD AVENUE,HUTCHINSON,KS,67502,6206699393,770,Reno,N,For profit - Limited Liability company,73,66.9,NA,Medicare and Medicaid,N,DIVERSICARE OF HUTCHINSON LLC,1977-03-01,DIVERSICARE HEALTHCARE,185,46,2.5,2.4,2.9,3.5,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,2.22187,0.53737,0.50238,1.03975,3.26162,2.81433,0.25329,0.00928,37.3,NA,37.5,NA,0,NA,1.26447,0.90859,2.11878,0.78167,0.61722,3.51766,3.12064,2.42834,0.58731,0.54906,3.56471,3.07585,2025-01-30,8,7,8,36,1,0,36,2023-03-27,14,13,1,88,1,0,88,49,NA,1,8376,0,1,"1202 E 23RD AVENUE,HUTCHINSON,KS,67502",38.0794,-97.907,NA,2026-06-01
175115,VILLA ST FRANCIS CATHOLIC CARE CENTER INC,16600 W. 126TH ST,OLATHE,KS,66062,9138295201,450,Johnson,Y,Non profit - Corporation,170,145.5,NA,Medicare and Medicaid,N,VILLA ST FRANCIS CATHOLIC CARE CENTER INC,1978-04-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,3.86031,0.84067,0.72715,1.56783,5.42813,5.00749,0.38752,0.02972,23,NA,20,NA,0,NA,1.38098,0.99231,2.31401,0.8537,0.67409,3.8418,3.40819,3.86308,0.84128,0.72767,5.43203,5.01108,2024-12-31,9,9,0,56,1,0,56,2023-05-23,9,8,1,44,1,0,44,53,NA,0,0,0,0,"16600 W. 126TH ST,OLATHE,KS,66062",38.8997,-94.777,NA,2026-06-01
175122,DELMAR GARDENS OF LENEXA,9701 MONROVIA STREET,LENEXA,KS,66215,9134921130,450,Johnson,Y,For profit - Limited Liability company,222,176.8,NA,Medicare and Medicaid,N,"DELMAR GARDENS OF LENEXA OPERATING, LLC",1981-01-01,DELMAR GARDENS,180,12,2.9,3.1,2.9,2.4,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,4,NA,1,NA,2,NA,NA,NA,2.54468,0.79293,0.34713,1.14007,3.68475,3.54043,0.31465,0.05538,NA,26,NA,26,NA,26,1.13431,0.81506,1.90068,0.70121,0.55369,3.15558,2.79942,3.10028,0.96606,0.42292,4.48926,4.31343,2026-03-18,10,10,0,44,1,0,44,2024-03-27,7,7,0,32,1,0,32,41,NA,0,0,0,0,"9701 MONROVIA STREET,LENEXA,KS,66215",38.9509,-94.728,NA,2026-06-01
175123,MERRIAM GARDENS HEALTHCARE & REHABILITATION CENTER,9700 W 62ND ST,MERRIAM,KS,66203,9133840800,450,Johnson,Y,For profit - Limited Liability company,120,76,NA,Medicare and Medicaid,N,RECOVER-CARE MERRIAM GARDENS LLC,1981-02-01,RECOVER-CARE HEALTHCARE,438,27,2.4,2.4,2.3,3.2,N,NA,N,N,N,None,Yes,2,NA,2,NA,3,NA,5,NA,1,NA,2,NA,NA,NA,2.01626,0.82842,0.45845,1.28687,3.30313,3.0118,0.14254,0.03296,47.9,NA,40,NA,0,NA,1.35917,0.97663,2.27745,0.84021,0.66344,3.78111,3.35435,2.0501,0.84232,0.46614,3.35856,3.06234,2024-10-02,22,22,0,144,1,0,144,2023-02-16,8,8,0,44,1,0,44,119,NA,10,74562,0,10,"9700 W 62ND ST,MERRIAM,KS,66203",39.0169,-94.7,NA,2026-06-01
175124,"LAKEPOINT EL DORADO, LLC",1313 S HIGH STREET,EL DORADO,KS,67042,3163204140,070,Butler,Y,For profit - Partnership,75,61.4,NA,Medicare and Medicaid,N,LAKEPOINT EL DORADO LLC,1981-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,3,NA,5,NA,3,NA,NA,NA,1.77971,0.55833,0.61681,1.17514,2.95485,2.39524,0.3721,0.01271,29.8,NA,0,NA,0,NA,1.36006,0.97728,2.27895,0.84076,0.66388,3.78359,3.35655,1.80838,0.56733,0.62675,3.00245,2.43383,2024-12-18,13,13,13,72,1,0,72,2023-02-16,8,6,2,182,1,0,182,99.5,NA,3,32261,0,3,"1313 S HIGH STREET,EL DORADO,KS,67042",37.8045,-96.862,NA,2026-06-01
