cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
365005,Edith Lane of Cincinnati,2586 LAFEUILLE AVENUE,CINCINNATI,OH,45211,5136622444,310,Hamilton,Y,For profit - Corporation,167,136.1,NA,Medicare and Medicaid,N,MFF MOUNTAIN CREST LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,NA,2,1,NA,NA,NA,1.75782,0.85592,0.45274,1.30866,3.06648,2.67784,0.39296,0.00926,NA,26,NA,26,2,NA,1.33643,0.9603,2.23936,0.82616,0.65235,3.71786,3.29824,1.81772,0.88508,0.46817,3.17097,2.76909,2025-04-16,19,13,10,132,2,66,198,2022-12-01,32,17,15,216,1,0,216,202.5,NA,2,159338,2,4,"2586 LAFEUILLE AVENUE,CINCINNATI,OH,45211",39.1328,-84.59,NA,2026-06-01
365006,HILLSIDE PLAZA,18220 EUCLID AVE,CLEVELAND,OH,44112,2164866300,170,Cuyahoga,Y,For profit - Corporation,47,36.1,NA,Medicare and Medicaid,N,"EUCLID HILL HEALTH INVESTORS, INC.",1967-01-01,LEGACY HEALTH SERVICES,305,10,3.4,2.5,2.2,4.9,N,NA,N,N,N,None,Yes,4,NA,3,NA,5,NA,5,NA,NA,2,3,NA,NA,NA,1.66218,1.25445,1.17684,2.43128,4.09347,3.41879,0.60934,0.04543,57.1,NA,64.3,NA,2,NA,1.59462,1.14582,2.67198,0.98576,0.77837,4.43612,3.93543,1.44053,1.08716,1.0199,3.54759,2.96289,2025-05-19,6,5,1,36,1,0,36,2022-07-20,20,8,12,144,1,0,144,63,NA,0,0,0,0,"18220 EUCLID AVE,CLEVELAND,OH,44112",41.556,-81.552,NA,2026-06-01
365014,BRETHREN RETIREMENT COMMUNITY,750 CHESTNUT STREET,GREENVILLE,OH,45331,9375478000,190,Darke,N,Non profit - Corporation,80,72.8,NA,Medicare and Medicaid,N,BRETHREN RETIREMENT COMMUNITY,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,2,NA,4,NA,4,NA,NA,NA,2.36001,1.44568,0.49019,1.93587,4.29588,3.82033,0.28816,0.01795,56.1,NA,50,NA,0,NA,1.26389,0.90817,2.11781,0.78131,0.61694,3.51605,3.11921,2.5805,1.58075,0.53598,4.69724,4.17726,2025-03-06,9,8,1,64,2,32,96,2022-06-13,6,3,3,36,1,0,36,81,NA,0,0,1,1,"750 CHESTNUT STREET,GREENVILLE,OH,45331",40.0921,-84.638,NA,2026-06-01
365020,LUTHERAN HOME,2116 DOVER CENTER RD,WESTLAKE,OH,44145,4408710090,170,Cuyahoga,Y,Non profit - Corporation,104,71.1,NA,Medicare and Medicaid,N,LUTHERAN HOME,1967-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,Y,N,Resident,Yes,5,NA,4,NA,4,NA,4,NA,4,NA,5,NA,NA,NA,3.06398,1.50066,0.61858,2.11924,5.18322,5.02312,0.49301,0.25347,43.9,NA,16.7,NA,0,NA,1.38713,0.99673,2.32432,0.8575,0.67709,3.85891,3.42337,3.05258,1.49508,0.61628,5.16393,5.00443,2023-08-24,7,6,1,20,1,0,20,2020-01-16,1,1,0,16,1,0,16,19,NA,0,0,0,0,"2116 DOVER CENTER RD,WESTLAKE,OH,44145",41.4568,-81.922,NA,2026-06-01
365022,Atrium Nursing and Rehabilitation,1301 NORTH MONROE DRIVE,XENIA,OH,45385,9373724495,290,Greene,Y,For profit - Limited Liability company,99,17.6,NA,Medicare and Medicaid,N,ATRIUM OPCO LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,NA,2,4,NA,NA,NA,2.49785,0.4703,1.27479,1.74509,4.24294,3.82736,1.07635,0.01851,65.7,NA,62.5,NA,1,NA,1.28407,0.92267,2.15162,0.79379,0.62679,3.57219,3.16901,2.6883,0.50616,1.37198,4.56644,4.11918,2025-12-11,5,5,0,20,1,0,20,2025-06-26,41,10,31,483,1,0,483,135.75,NA,4,193839,3,7,"1301 NORTH MONROE DRIVE,XENIA,OH,45385",39.7017,-83.929,NA,2026-06-01
365026,WEXNER HERITAGE HOUSE,1151 COLLEGE AVENUE,COLUMBUS,OH,43209,6142314900,250,Franklin,Y,Non profit - Corporation,99,81.1,NA,Medicare and Medicaid,N,WEXNER HERITAGE VILLAGE,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.71231,1.20045,0.71486,1.9153,4.62761,4.16277,0.46868,0.10996,49.1,NA,57.9,NA,1,NA,1.46086,1.0497,2.44785,0.90307,0.71308,4.06401,3.60532,2.56584,1.13562,0.67625,4.37772,3.93798,2025-12-29,29,18,11,200,1,0,200,2024-03-05,25,19,12,124,1,0,124,181,NA,0,0,1,1,"1151 COLLEGE AVENUE,COLUMBUS,OH,43209",39.9465,-82.936,NA,2026-06-01
365030,CONCORD CARE CENTER OF TOLEDO,3121 GLANZMAN RD,TOLEDO,OH,43614,4193856616,490,Lucas,Y,For profit - Corporation,84,80.8,NA,Medicare and Medicaid,N,CONTINENT HEALTH COMPANY OF TOLEDO LLC,1976-10-01,AOM HEALTHCARE,37,20,2.7,2.2,1.5,4.9,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,NA,2,2,NA,NA,NA,1.72873,0.85994,0.37212,1.23205,2.96079,2.61193,0.2043,0.00967,43.9,NA,69.2,NA,1,NA,1.1558,0.8305,1.93669,0.71449,0.56417,3.21535,2.85245,2.06702,1.02821,0.44494,3.54017,3.12305,2025-07-31,17,12,7,108,1,0,108,2022-12-07,37,12,25,268,1,0,268,148,NA,2,29198,0,2,"3121 GLANZMAN RD,TOLEDO,OH,43614",41.6012,-83.619,NA,2026-06-01
365033,CEDARWOOD PLAZA,12504 CEDAR ROAD,CLEVELAND HEIGHTS,OH,44106,2163713600,170,Cuyahoga,Y,For profit - Corporation,115,103.4,NA,Medicare and Medicaid,N,C A S HEALTH INVESTORS INC,1967-01-01,LEGACY HEALTH SERVICES,305,10,3.4,2.5,2.2,4.9,N,NA,N,Y,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,3,NA,2,NA,NA,NA,2.03062,1.09307,0.78948,1.88254,3.91317,3.17594,0.46102,0.09191,56.3,NA,72,NA,1,NA,1.59035,1.14275,2.66483,0.98312,0.77629,4.42423,3.92489,1.76456,0.94985,0.68604,3.40045,2.75981,2023-09-28,17,7,11,144,1,0,144,2020-03-12,11,4,7,104,1,0,104,134,NA,1,8171,0,1,"12504 CEDAR ROAD,CLEVELAND HEIGHTS,OH,44106",41.5011,-81.591,NA,2026-06-01
365044,ARC AT CINCINNATI,4001 ROSSLYN DRIVE,CINCINNATI,OH,45209,5132720600,310,Hamilton,Y,For profit - Limited Liability company,130,91.8,NA,Medicare and Medicaid,N,ARC AT CINCINNATI LLC,1967-06-13,ARCADIA CARE,42,22,1.5,1.8,1.3,3.1,Y,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,5,NA,2,NA,1,NA,NA,NA,1.8455,0.89309,0.6308,1.52389,3.36939,3.07386,0.51741,0.04789,57.8,NA,52.6,NA,1,NA,1.55083,1.11436,2.59862,0.95869,0.757,4.31431,3.82737,1.64455,0.79584,0.56212,3.00251,2.73916,2025-12-23,24,20,14,200,2,100,300,2022-06-06,41,24,17,268,1,0,268,292,0,3,233690,1,4,"4001 ROSSLYN DRIVE,CINCINNATI,OH,45209",39.1512,-84.408,NA,2026-06-01
365045,HILLEBRAND NURSING AND REHABILITATION CENTER,4320 BRIDGETOWN ROAD,CINCINNATI,OH,45211,5135744550,310,Hamilton,Y,For profit - Corporation,108,101.9,NA,Medicare and Medicaid,N,"JAMES D, INC",1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,Y,N,Both,Partial,2,NA,2,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.84119,1.14853,0.46599,1.61452,3.45571,3.26552,0.23048,0.0753,36.1,NA,23.1,NA,0,NA,1.48645,1.06809,2.49073,0.91889,0.72557,4.13519,3.66847,1.71178,1.06781,0.43324,3.21283,3.03601,2023-02-22,15,15,0,80,1,0,80,2020-02-06,6,3,3,103,1,0,103,85.75,NA,1,16801,0,1,"4320 BRIDGETOWN ROAD,CINCINNATI,OH,45211",39.158,-84.622,NA,2026-06-01
