cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
145000,WASHINGTON SENIOR LIVING,1201 NEWCASTLE,WASHINGTON,IL,61571,3094443161,980,Tazewell,Y,For profit - Limited Liability company,122,60.8,NA,Medicare and Medicaid,N,WASHINGTON SENIOR LIVING LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Resident,Yes,1,NA,2,NA,4,NA,5,NA,3,NA,1,NA,NA,NA,2.17732,0.97688,0.59598,1.57286,3.75018,3.09647,0.39139,0.03444,65.8,NA,28.6,NA,0,NA,1.92137,1.38061,3.2195,1.18775,0.93787,5.34511,4.74183,1.56607,0.70263,0.42867,2.69737,2.22718,2024-12-20,15,8,7,124,1,0,124,2024-01-25,34,4,30,374,1,0,374,186.5,NA,1,230097,0,1,"1201 NEWCASTLE,WASHINGTON,IL,61571",40.7092,-89.423,NA,2026-06-01
145004,CRESCENT CARE OF ELGIN,180 SOUTH STATE STREET,ELGIN,IL,60123,8477423310,530,Kane,Y,For profit - Limited Liability company,88,69.5,NA,Medicare and Medicaid,N,CRESCENT CARE NURSING AND REHABILITATION OF ELGIN LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,5,NA,2,NA,3,NA,NA,NA,2.12048,0.7687,0.7739,1.5426,3.66308,3.06018,0.57761,0,36.8,NA,27.3,NA,0,NA,1.62431,1.16715,2.72173,1.00411,0.79286,4.51871,4.0087,1.80412,0.65401,0.65844,3.11658,2.60363,2025-12-04,5,5,0,36,1,0,36,2024-09-12,13,5,8,128,1,0,128,59,NA,6,44709,1,7,"180 SOUTH STATE STREET,ELGIN,IL,60123",42.0322,-88.284,NA,2026-06-01
145006,"GROVE OF FOX VALLEY,THE",1601 NORTH FARNSWORTH AVENUE,AURORA,IL,60505,6308981180,530,Kane,Y,For profit - Individual,158,126.9,NA,Medicare and Medicaid,N,AURORA PAC LLC,1973-06-01,LEGACY HEALTHCARE,306,89,2.9,2.9,2.6,3.4,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.82395,0.62863,0.90316,1.53179,3.35574,3.21552,0.83955,0.03685,39.8,NA,16.7,NA,0,NA,1.93667,1.3916,3.24513,1.19721,0.94534,5.38768,4.77959,1.30154,0.44858,0.64448,2.3946,2.29453,2026-03-27,7,4,3,48,1,0,48,2025-01-09,9,6,3,56,1,0,56,50,NA,0,0,0,0,"1601 NORTH FARNSWORTH AVENUE,AURORA,IL,60505",41.7893,-88.282,NA,2026-06-01
145008,DUQUOIN NURSING & REHAB,514 EAST JACKSON ST,DU QUOIN,IL,62832,6185424731,810,Perry,N,For profit - Limited Liability company,72,51.4,NA,Medicare and Medicaid,N,DUQUOIN NURSING & REHABILITATION CENTER LLC,1967-01-01,WLC MANAGEMENT FIRM,570,18,2.7,3.8,1.4,1.4,N,NA,N,N,N,Resident,Yes,3,NA,4,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,1.99366,0.71968,0.48534,1.20502,3.19868,2.99286,0.40845,0.01587,63.8,NA,57.1,NA,NA,26,1.23138,0.88481,2.06334,0.76122,0.60107,3.42562,3.03899,2.23747,0.80769,0.54469,3.58985,3.35887,2025-08-14,5,2,3,16,1,0,16,2024-08-30,12,5,7,155,1,0,155,50.75,NA,2,17069,0,2,"514 EAST JACKSON ST,DU QUOIN,IL,62832",38.0021,-89.233,NA,2026-06-01
145011,Alpine Care of Evanston,500 ASBURY STREET,EVANSTON,IL,60202,8473163320,141,Cook,Y,For profit - Limited Liability company,124,91.6,NA,Medicare and Medicaid,N,EVANSTON SKILLED NURSING FACILITY LLC,1967-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,3,NA,3,NA,3,NA,4,NA,1,NA,3,NA,NA,NA,2.07497,0.64373,0.79494,1.43868,3.51365,3.36229,0.86397,0.05244,20.5,NA,10.5,NA,0,NA,1.65852,1.19174,2.77906,1.02527,0.80957,4.6139,4.09314,1.72898,0.53639,0.66239,2.92776,2.80164,2025-12-05,13,8,5,56,1,0,56,2025-02-05,6,2,4,131,1,0,131,74.75,NA,1,40258,0,1,"500 ASBURY STREET,EVANSTON,IL,60202",42.0267,-87.69,NA,2026-06-01
145012,ALLURE OF KNOX COUNTY,280 EAST LOSEY STREET,GALESBURG,IL,61401,3093432166,560,Knox,N,For profit - Limited Liability company,84,55.3,NA,Medicare and Medicaid,N,ALLURE OF KNOX COUNTY LLC,1967-01-01,ALLURE HEALTHCARE SERVICES,25,15,2.5,2.9,1.7,2.5,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,2.65705,0.81228,0.72125,1.53353,4.19058,4.01039,0.62314,0.01646,66.7,NA,86.7,NA,2,NA,1.69673,1.21919,2.84308,1.04888,0.82821,4.72018,4.18743,2.16415,0.6616,0.58745,3.4132,3.26643,2024-12-12,15,10,5,207,1,0,207,2024-02-16,19,9,14,269,1,0,269,222.5,1,3,88229,0,3,"280 EAST LOSEY STREET,GALESBURG,IL,61401",40.9548,-90.366,NA,2026-06-01
145016,GOLDWATER CARE BLOOMINGTON,700 EAST WALNUT,BLOOMINGTON,IL,61701,3098278004,650,Mc Lean,Y,For profit - Limited Liability company,88,75.9,NA,Medicare and Medicaid,N,GOLDWATER CARE BLOOMINGTON LLC,1967-01-01,GOLDWATER CARE,699,11,1.6,2,1.2,2.6,N,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,5,NA,1,NA,1,NA,NA,NA,1.99133,0.53571,0.64136,1.17706,3.1684,2.86221,0.43952,0.04624,62.7,NA,33.3,NA,0,NA,1.73291,1.24519,2.90371,1.07125,0.84588,4.82084,4.27673,1.58806,0.42722,0.51147,2.52675,2.28257,2025-02-26,20,13,7,243,2,122,365,2024-02-02,53,16,46,479,2,240,719,453.5,NA,3,234633,3,6,"700 EAST WALNUT,BLOOMINGTON,IL,61701",40.4869,-88.985,NA,2026-06-01
145021,MACOMB POST ACUTE CARE CENTER,8 DOCTORS LANE,MACOMB,IL,61455,3098335555,630,Mc Donough,N,For profit - Limited Liability company,80,54.8,NA,Medicare and Medicaid,N,MACOMB POST ACUTE CARE CENTER LLC,1967-01-01,STERN CONSULTANTS,661,23,2.5,2.4,2.2,3.9,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,5,NA,2,NA,3,NA,NA,NA,2.50906,0.41789,0.75525,1.17314,3.6822,2.64205,0.39944,0.02733,39.3,NA,12.5,NA,0,NA,1.66942,1.19956,2.79732,1.032,0.81488,4.6442,4.12003,2.07704,0.34594,0.62521,3.04819,2.18714,2025-04-17,4,4,0,52,1,0,52,2024-02-23,16,6,10,112,1,0,112,67,0,0,0,0,0,"8 DOCTORS LANE,MACOMB,IL,61455",40.4479,-90.662,NA,2026-06-01
145024,ALLURE OF PINECREST,414 SOUTH WESLEY AVENUE,MOUNT MORRIS,IL,61054,8157344103,790,Ogle,N,For profit - Limited Liability company,125,88.6,NA,Medicare and Medicaid,N,"ALLURE OF PINECREST, LLC",1967-01-01,ALLURE HEALTHCARE SERVICES,25,15,2.5,2.9,1.7,2.5,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,1,NA,2,NA,1,NA,2,NA,NA,NA,2.26105,0.79987,0.53899,1.33886,3.59991,3.24066,0.48053,0.02058,48.4,NA,40,NA,0,NA,1.54754,1.11199,2.5931,0.95666,0.75539,4.30516,3.81925,2.01914,0.71429,0.48132,3.21476,2.89395,2025-04-30,19,9,10,112,1,0,112,2024-05-13,13,7,6,175,1,0,175,127.75,NA,3,122303,0,3,"414 SOUTH WESLEY AVENUE,MOUNT MORRIS,IL,61054",42.0449,-89.433,NA,2026-06-01
145026,WESTMINSTER PLACE,3200 GRANT STREET,EVANSTON,IL,60201,8474924800,141,Cook,Y,Non profit - Corporation,105,59.9,NA,Medicare and Medicaid,N,WESTMINSTER PLACE,1967-02-03,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,NA,NA,3.40544,0.23545,2.2091,2.44455,5.84999,5.52073,1.84585,0.18184,29,NA,27.3,NA,2,NA,1.37251,0.98622,2.29981,0.84846,0.66995,3.81822,3.38727,3.42893,0.23707,2.22434,5.89034,5.5588,2024-10-18,4,4,0,20,1,0,20,2023-11-03,2,2,0,8,1,0,8,17,NA,0,0,0,0,"3200 GRANT STREET,EVANSTON,IL,60201",42.0589,-87.725,NA,2026-06-01
